BUSINESSTYPE,BUSINESSNAME,STREETNUMBER,STREET,STREETTYPE,STREETDIR,UNITTYPE,UNITY,CITY,PROV,POSTAL,OBJECTID
Restaurant,MR. BIGS FAMILY RESTAURANT,3476,GLEN ERIN,DR,,Unit,6,MISSISSAUGA,ON,L5L 3R4,840
Restaurant,MR. GREEK EXPRESS,5985,MAVIS,RD,,Unit,4,MISSISSAUGA,ON,L5R 3T7,841
Restaurant,MR. SUB,29,AVENTURA,CRT,,Unit,1,Mississauga,ON,L5T 3A1,842
Restaurant,MR. SUB,6740,MEADOWVALE TOWN CENTRE,CIR,,Unit,408,MISSISSAUGA,ON,,843
Restaurant,MR. SUB,6974,FINANCIAL,DR,,Unit,D2,MISSISSAUGA,ON,,844
Restaurant,MR. SUB,815,BRITANNIA,RD,W,Unit,1,MISSISSAUGA,ON,L5V 2X8,845
Restaurant,MR. SUBMARINE,136,QUEEN,ST,S,Unit,4,MISSISSAUGA,ON,L5M 7K8,846
Restaurant,MR. SUBMARINE,1725,DUNDAS,ST,E,,,MISSISSAUGA,ON,L4X1L5,847
Restaurant,MR. SUBMARINE,1726,LAKESHORE,RD,W,,,MISSISSAUGA,ON,L5J1J5,848
Restaurant,MR. SUBMARINE,2225,ERIN MILLS,PKWY,,Unit,102A,MISSISSAUGA,ON,L5K1T9,849
Restaurant,MR. SUBMARINE,3015,WINSTON CHURCHILL,BLVD,,,,MISSISSAUGA,ON,L5L 2V8,850
Restaurant,MR. SUBMARINE,5130,DIXIE,RD,,Unit,4,MISSISSAUGA,ON,L4W 1C9,851
Restaurant,MR. SUBMARINE,5977,DIXIE,RD,,,,MISSISSAUGA,ON,L4W 1E8,852
Restaurant,MR. SUBMARINE,755,DUNDAS,ST,W,,,MISSISSAUGA,ON,L5C 3B6,853
Restaurant,MUCHO BURRITO,80,COURTNEYPARK,DR,E,Unit,K7,MISSISSAUGA,ON,L5T 2T3,854
Restaurant,MUCHO BURRITO - FRESH MEXICAN GRILL,5170,DIXIE,RD,,Unit,104,MISSISSAUGA,ON,L4W 1E3,855
Restaurant,MUCHO BURRITO FRESH MEXICAN GRILL,2963,ARGENTIA,RD,,Unit,C3,MISSISSAUGA,ON,L5N 0A2,856
Restaurant,MUDDY DUCK RESTAURANT,2200,DUNDAS,ST,E,,,MISSISSAUGA,ON,L4X2V3,857
Restaurant,MUGHAL MAHAL RESTAURANT,7071,AIRPORT,RD,,Unit,11,MISSISSAUGA,ON,L4T4J3,858
Restaurant,MULLIGANS PUB AND GRILL,2458,DUNDAS,ST,W,Unit,17,MISSISSAUGA,ON,L5K 1R8,859
Restaurant,MY EMPANADA,3085,HURONTARIO,ST,,UNIT,18A,MISSISSAUGA,ON,L5A 4E4,860
Restaurant,MY PHO,660,EGLINTON,AVE,W,UNIT,14,MISSISSAUGA,ON,L5R 3V2,861
Restaurant,MYHMA CITY PIZZA & RESTAURANT,6985,DAVAND,DR,,UNIT,1,MISSISSAUGA,ON,L5V 1Y7,862
Restaurant,McDONALDS RESTAURANT,30,COURTNEYPARK,DR,E,Bldg,D,MISSISSAUGA,ON,,863
Restaurant,NAAN AND KABOB,30,BRISTOL,RD,E,Unit,2,MISSISSAUGA,ON,L4Z3K8,864
Restaurant,NADERS MIDDLE EASTERN GRILL & BAKERY,3900,GRAND PARK,DR,,Bldg,E1,MISSISSAUGA,ON,L5B 4M6,865
Restaurant,NANDOS FLAME - GRILLED CHICKEN,815,BRITANNIA,RD,W,Unit,3,MISSISSAUGA,ON,L5V 2X8,866
Restaurant,NANNUS PASTIZZI,6981,MILLCREEK,DR,,Unit,1,MISSISSAUGA,ON,L5N6B8,867
Restaurant,NEW FREGATA RESTAURANT,1900,DUNDAS,ST,E,,A.1,MISSISSAUGA,ON,L4X 2Z4,868
Restaurant,NEW HOT AND SOUR RESTAURANT,1010,DREAM CREST,RD,,Unit,2,MISSISSAUGA,ON,L5V 3A4,869
Restaurant,NEW INDIA SWEETS & TANDOORI RESTAURANT,1201,BRITANNIA,RD,W,,17,MISSISSAUGA,ON,L5V1N2,870
Restaurant,NEW LOCOMOTION,2325,MATHESON,BLVD,E,,,MISSISSAUGA,ON,,871
Restaurant,NEW MAMA ROSA RESTAURANT,589,NORTH SERVICE,RD,,Unit,4,MISSISSAUGA,ON,L5A 1B2,872
Restaurant,NEW SEOUL,1675,THE CHASE,,,Unit,32,MISSISSAUGA,ON,L5M 5Y7,873
Restaurant,NEW WING SUN CHINESE RESTAURANT,925,RATHBURN,RD,E,Unit,C3,MISSISSAUGA,ON,L4W 4C3,874
Restaurant,NEW YORK FRIES,5100,ERIN MILLS,PKWY,,Unit,F11,MISSISSAUGA,ON,L5M4Z5,875
Restaurant,NICKS FAMOUS SHAWARMAS,939B,LAKESHORE,RD,E,,,MISSISSAUGA,ON,L5E 1Z6,876
Restaurant,NINAS BAR & GRILL INC.,879,WESTPORT,CRES,,UNIT,1,MISSISSAUGA,ON,L5T1E7,877
Restaurant,NIRVANA  THE FLAVORS OF INDIA,35,BRUNEL,RD,,Unit,5,MISSISSAUGA,ON,L4Z3E8,878
Restaurant,NOODLE WOK,600,BURNHAMTHORPE,RD,W,Unit,6,MISSISSAUGA,ON,L5B2C4,879
Restaurant,NORTHWEST COFFEE SHOP,6725,AIRPORT,RD,,Unit,B2,MISSISSAUGA,ON,L4V1V2,880
Restaurant,NOVA PASTRY & BAKERY,3635,CAWTHRA,RD,,UNIT,1-4,MISSISSAUGA,ON,,881
Restaurant,ODAI SUSHI INC,812,BRITANNIA,RD,W,Suite,104,MISSISSAUGA,ON,L5V 0A7,882
Restaurant,OLIVE TREE DELICAFE,1107,DERRY,RD,E,,,MISSISSAUGA,ON,L5T1P3,883
Restaurant,OLIVERS ALE HOUSE LTD.,6155,TOMKEN,RD,,Unit,1,MISSISSAUGA,ON,L5T 1X3,884
Restaurant,OLYMPIA GRILL,1,DERRY,RD,E,,,MISSISSAUGA,ON,L5T 2Z8,885
Restaurant,OMAR PRIVATE CLUB AND EATERY,833,WESTLOCK,RD,,Unit,9,MISSISSAUGA,ON,,886
Restaurant,OMDA,3100,RIDGEWAY,DR,,Unit,33&34,MISSISSAUGA,ON,L5L5M5,887
Restaurant,ON THE BUN,5030,MAINGATE,DR,,Unit,14,MISSISSAUGA,ON,L4W 1N5,888
Restaurant,ON THE GO #27021/U OF T/ERINDALE,3359,MISSISSAUGA,RD,,,,MISSISSAUGA,ON,L5L1C6,889
Restaurant,ONTARIO RACQUET CLUB,884,SOUTHDOWN,RD,,,,MISSISSAUGA,ON,L5J 2Y4,890
Restaurant,ORBIT,2025,DUNDAS,ST,E,,,MISSISSAUGA,ON,L4X 1M2,891
Restaurant,ORCHARD RESTAURANT,2550,HURONTARIO,ST,,UNIT,2,MISSISSAUGA,ON,L5B1N5,892
Restaurant,ORIENTAL BAKERY & DELI,900,RATHBURN,RD,W,Unit,E4,MISSISSAUGA,ON,L5C4L3,893
Restaurant,OSMOWS GRILL,251,QUEEN,ST,S,Unit,1,MISSISSAUGA,ON,L5M 1L7,894
Restaurant,OSMOWS GRILL,600,LAKESHORE,RD,E,,,MISSISSAUGA,ON,L5G1J4,895
Restaurant,OSMOWS GRILL,80,COURTNEYPARK,DR,E,Unit,K5,MISSISSAUGA,ON,L5T 2Y3,896
Restaurant,OTG / CORSO RESTAURANT / T3 DEPART GATE C28,3,LESTER B PEARSON INTL AIRPORT,,,,,MISSISSAUGA,ON,L5P 1C4,897
Restaurant,OTG/ACER/T3 LEVEL 2 DEPARTURES,3,LESTER B PEARSON INTL AIRPORT,,,,,MISSISSAUGA,ON,L5P 1C4,898
Restaurant,OTG/CIBO EXPRESS GOURMET MARKET/T1 PIER F,1,LESTER B PEARSON INTL AIRPORT,,,,,MISSISSAUGA,ON,,899
Restaurant,OTG/FETTA PANINI BAR/T1 SECTION A,1,LESTER B PEARSON INTL AIRPORT,,,,,MISSISSAUGA,ON,,900
Restaurant,OTG/HEIRLOOM BAKERY CAFE/ T1 SECTION A,1,LESTER B PEARSON INTL AIRPORT,,,,,MISSISSAUGA,ON,,901
Restaurant,OTG/HEIRLOOM BAKERY CAFE/T3 DEPART GC30,3,LESTER B PEARSON INTL AIRPORT,,,,,MISSISSAUGA,ON,L5P 1C4,902
Restaurant,OTG/MARATHI / T1 LEVEL 2 DEPARTURES,1,LESTER B PEARSON INTL AIRPORT,,,,,MISSISSAUGA,ON,,903
Restaurant,OTG/NOBEL BURGER BAR/T3 DEPARTURES GATE B19,3,LESTER B PEARSON INTL AIRPORT,,,,,MISSISSAUGA,ON,L5P 1C4,904
Restaurant,OTG/VINIFERA/T3 LEVEL 2 DEPARTURES,3,LESTER B PEARSON INTL AIRPORT,,,,,MISSISSAUGA,ON,L5P 1C4,905
Restaurant,OUR CREPE,377,BURNHAMTHORPE,RD,E,Unit,2A,MISSISSAUGA,ON,L5A 3A1,906
Restaurant,P & J HAMBURGER  RESTAURANT,943,LAKESHORE,RD,E,,,MISSISSAUGA,ON,L5E1E3,907
Restaurant,PANAGIOS ALL DAY GRILL,6085,CREDITVIEW,RD,,Unit,17 & 18,MISSISSAUGA,ON,L5V 2A8,908
Restaurant,PANDA EXPRESS #60004,5985,MAVIS,RD,,Unit,5,MISSISSAUGA,ON,L5R 3T7,909
Restaurant,PANE E VINO,151,BRUNEL,RD,,Unit,1415,MISSISSAUGA,ON,L4Z 2H6,910
Restaurant,PANERA BREAD 5006,5935,MAVIS,RD,,UNIT,2A,MISSISSAUGA,ON,L5R 3T7,911
Restaurant,PANERA BREAD CAFE #620002,55,SQUARE ONE,DR,,UNIT,1,MISSISSAUGA,ON,L5B 0E2,912
Restaurant,PANINI CAFE,1365,MIDWAY,BLVD,,Unit,22,MISSISSAUGA,ON,L5T2J5,913
Restaurant,PANIZZA,5101,DIXIE,RD,,UNIT,A5,MISSISSAUGA,ON,L4W 0E6,914
Restaurant,PAPAS PLACE,6731,COLUMBUS,RD,,,1A,MISSISSAUGA,ON,L5T2M4,915
Restaurant,PARADISE CAFE,4,ROBERT SPECK,PKWY,,Unit,160,Mississauga,ON,L4Z1S1,916
Restaurant,PARADISE CAFE & CATERING,5925,AIRPORT,RD,,UNIT,120,MISSISSAUGA,ON,L4V 1W1,917
Restaurant,PARAMOUNT FINE FOODS,1290,CRESTLAWN,DR,,Bldg,1,MISSISSAUGA,ON,L4W1A6,918
Restaurant,PARAMOUNT FINE FOODS,2635,EGLINTON,AVE,W,,,MISSISSAUGA,ON,L5M 7E1,919
Restaurant,PARAMOUNT FINE FOODS,5700,MAVIS,RD,,UNIT,1,MISSISSAUGA,ON,L5V 2N6,920
Restaurant,PARK ROYAL NOT JUST FISH & CHIPS,2425,TRUSCOTT,DR,,UNIT,5A,MISSISSAUGA,ON,L5J 2B4,921
Restaurant,PARKLAND ON THE GLEN,1665,THE COLLEGEWAY,,,,,MISSISSAUGA,ON,L5L 0A9,922
Restaurant,PATTIS GOOD FOOD,2500,MEADOWPINE,BLVD,,Unit,1,MISSISSAUGA,ON,L5N6C4,923
Restaurant,PEPPER WALK,5955,LATIMER,DR,,Unit,7,MISSISSAUGA,ON,L5V 0B7,924
Restaurant,PETERS ON EGLINTON RESTAURANT & DELI,1035,EGLINTON,AVE,E,,,MISSISSAUGA,ON,L4W1K4,925
Restaurant,PHO - HUNG RESTAURANT MISSISSAUGA LTD,1195,DUNDAS,ST,E,,,MISSISSAUGA,ON,L4Y2C5,926
Restaurant,PHO AO SEN,3221,DERRY,RD,W,Unit,22,MISSISSAUGA,ON,L5N 7L7,927
Restaurant,PHO BIG BOWL,2655,LIRUMA,RD,,Unit,2,MISSISSAUGA,ON,L5K 1Y8,928
Restaurant,PHO COM 99,3100,DIXIE,RD,,Unit,4,MISSISSAUGA,ON,L4Y2A6,929
Restaurant,PHO DAU BO (BRISTOL) RESTAURANT,1525,BRISTOL,RD,W,Unit,14,MISSISSAUGA,ON,L5M 4Z1,930
Restaurant,PHO DAU BO RESTAURANT,1125,DUNDAS,ST,E,Unit,11,MISSISSAUGA,ON,L4Y2C4,931
Restaurant,PHO DO THI,25,DUNDAS,ST,E,Unit,25,MISSISSAUGA,ON,L5A 1V9,932
Restaurant,PHO FUZION LTD.,720,BRISTOL,RD,W,UNIT,2,MISSISSAUGA,ON,,933
Restaurant,PHO LE,1842,LAKESHORE,RD,W,,,MISSISSAUGA,ON,L5J1J7,934
Restaurant,PHO MI 289,6550,MEADOWVALE TOWN CENTRE,CIR,,UNIT,M6,MISSISSAUGA,ON,L5N 4B7,935
Restaurant,PHO MI 99 VIETNAMESE RESTAURANT,5955,LATIMER,DR,,UNIT,8,Mississauga,ON,L5V 0B7,936
Restaurant,PHO MI 99 VIETNAMESE RESTAURANT,60,DUNDAS,ST,E,Unit,5A,MISSISSAUGA,ON,L5A 1W4,937
Restaurant,PHO MI ASIA RESTAURANT,1248,DUNDAS,ST,E,Unit,12,MISSISSAUGA,ON,L4X 2C7,938
Restaurant,PHO MI BINH MINH INC,680,SILVER CREEK,BLVD,,Unit,12,MISSISSAUGA,ON,L5A 3Z1,939
Restaurant,PHO PHO PHO,1135,DERRY,RD,E,,,MISSISSAUGA,ON,L5T1P3,940
Restaurant,PHO QUEEN CITY INC,3085,HURONTARIO,ST,,Unit,13-15,MISSISSAUGA,ON,L5A 4E4,941
Restaurant,PHO TO INC.,3415,DIXIE,RD,,Unit,11B,MISSISSAUGA,ON,L4Y 4J6,942
Restaurant,PHO-MI 99 VIETNAMESE RESTAURANT,3920,GRAND PARK,DR,,Unit,D-1,MISSISSAUGA,ON,L5B 4M6,943
Restaurant,PHO-MI 99 VIETNAMESE RESTAURANT,4557,HURONTARIO,ST,,Unit,B.8,MISSISSAUGA,ON,L4Z 3M2,944
Restaurant,PHOENIX CHINESE RESTAURANT,4040,CREDITVIEW,RD,,Unit,6&7,MISSISSAUGA,ON,L5C4E3,945
Restaurant,PIATTO BISTRO,1646,DUNDAS,ST,W,,,MISSISSAUGA,ON,L5C1E6,946
Restaurant,PITA & GRILL,134,DUNDAS,ST,W,Unit,1,MISSISSAUGA,ON,L5B1H9,947
Restaurant,PITA AND GRILL,1275,EGLINTON,AVE,E,Unit,62A,MISSISSAUGA,ON,L4W2Z2,948
Restaurant,PITA AND GRILL,29,AVENTURA,CRT,,UNIT,3,Mississauga,ON,L5T 3A1,949
Restaurant,PITA BOSS,3221,DERRY,RD,E,UNIT ,8,MISSISSAUGA,ON,L5N 7L7,950
Restaurant,PITA LAND EGLINTON,30,EGLINTON,AVE,W,Unit,12B,MISSISSAUGA,ON,L5R 3E7,951
Restaurant,PITA LITE,2325,MATHESON,BLVD,E,Unit,4,MISSISSAUGA,ON,L4W 5B6,952
Restaurant,PITA NUTSO,241,QUEEN,ST,S,Unit,A,MISSISSAUGA,ON,L5M1L7,953
Restaurant,PITA PIT,125,LAKESHORE,RD,E,Unit,A-16B,MISSISSAUGA,ON,L5G 1E5,954
Restaurant,PITA PIT,6085,CREDITVIEW,RD,,UNIT,16,MISSISSAUGA,ON,L5V 2A8,955
Restaurant,PIZZA DEPOT,3945,DOUG LEAVENS,BLVD,,Unit,107,MISSISSAUGA,ON,L5N 0A5,956
Restaurant,PIZZA HUT,1900,FOWLER,DR,,Unit,D-111,MISSISSAUGA,ON,,957
Restaurant,PIZZA HUT,4559,HURONTARIO,ST,,,,MISSISSAUGA,ON,L4Z3L9,958
Restaurant,PIZZA HUT #4331,848,BURNHAMTHORPE,RD,W,,,MISSISSAUGA,ON,L5C2S3,959
Restaurant,PIZZA NOVA,1211,HURONTARIO,ST,,UNIT,104A,MISSISSAUGA,ON,L5G 3H2,960
Restaurant,PIZZA NOVA,7235,BELLSHIRE,GATE,,Unit,5,MISSISSAUGA,ON,L5N 8A2,961
Restaurant,PIZZA NOVA #56,6040,GLEN ERIN,DR,,Unit,5,MISSISSAUGA,ON,L5N 3M4,962
Restaurant,PIZZA NOVA 31,1020,CANADIAN,PL,,,,MISSISSAUGA,ON,L4W 1J9,963
Restaurant,PIZZA PIZZA,2500,HURONTARIO,ST,,Unit,34,MISSISSAUGA,ON,L5B 1N4,964
Restaurant,PIZZA PIZZA  #68,1375,SOUTHDOWN,RD,,,17-19,MISSISSAUGA,ON,L5J2Z1,965
Restaurant,PIZZA PIZZA  #93,707,LAKESHORE,RD,E,,,MISSISSAUGA,ON,L5G1J7,966
Restaurant,PIZZA PIZZA # 71,1093,DUNDAS,ST,W,,,MISSISSAUGA,ON,L5C 1C4,967
Restaurant,PIZZA PIZZA #149,6065,CREDITVIEW,RD,,,100-01,MISSISSAUGA,ON,L5V2A8,968
Restaurant,PIZZA PIZZA #22,3960,GRAND PARK,DR,,Unit,1,MISSISSAUGA,ON,L5B 4M6,969
Restaurant,PIZZA PIZZA #259,6975,MEADOWVALE TOWN CENTRE,CIR,,Unit,10,MISSISSAUGA,ON,,970
Restaurant,PIZZA PIZZA #266,2255,ERIN MILLS,PKWY,,,,MISSISSAUGA,ON,L5K 1T9,971
Restaurant,PIZZA PIZZA #267,5602,TENTH,LINE,W,Unit,114,MISSISSAUGA,ON,,972
Restaurant,PIZZA PIZZA #268,2690,ERIN CENTRE,BLVD,,Unit,A007,MISSISSAUGA,ON,L5M 5P5,973
Restaurant,PIZZA PIZZA #27021- U OF T/ERINDALE,3359,MISSISSAUGA,RD,,,,MISSISSAUGA,ON,L5L1C6,974
Restaurant,PIZZA PIZZA #276,1403,DUNDAS,ST,E,,,MISSISSAUGA,ON,L4X1L3,975
Restaurant,PIZZA PIZZA #278,7070,MCLAUGHLIN,RD,,Bldg,B7,MISSISSAUGA,ON,L5W 1W7,976
Restaurant,PIZZA PIZZA #279,1585,MISSISSAUGA VALLEY,BLVD,,Unit,6,MISSISSAUGA,ON,L5A 3W9,977
Restaurant,PIZZA PIZZA #35,4120,DIXIE,RD,,Unit,1B,MISSISSAUGA,ON,L4W 4V8,978
Restaurant,PIZZA PIZZA #67,2273,DUNDAS,ST,W,,16,MISSISSAUGA,ON,L5K2L8,979
Restaurant,PIZZA PIZZA #82,2760,DERRY,RD,W,Unit,11,MISSISSAUGA,ON,L5N3N5,980
Restaurant,PIZZA PIZZA #92,7125,GOREWAY,DR,,Unit,101,MISSISSAUGA,ON,L4T2T5,981
Restaurant,PIZZA POP INC.,3355,THE COLLEGEWAY,,,Unit,3,MISSISSAUGA,ON,L5L5T3,982
Restaurant,PIZZAIOLO RESTAURANT INC,56,LAKESHORE,RD,E,Unit,A,MISSISSAUGA,ON,,983
Restaurant,PIZZANO PIZZA AND WINGS,1125,DUNDAS,ST,E,Unit,3,MISSISSAUGA,ON,L4Y2C4,984
Restaurant,PIZZAWAY RESTAURANT,6355,AIRPORT,RD,,,,MISSISSAUGA,ON,L9V 1E4,985
Restaurant,PLAKA RESTAURANT,2601,MATHESON,BLVD,E,Unit,33,MISSISSAUGA,ON,L4W 5A8,986
Restaurant,PLAYDIUM,99,RATHBURN,RD,W,,,MISSISSAUGA,ON,L5B4C1,987
Restaurant,POMODORO ITALIAN KITCHEN,49,MATHESON,BLVD,E,Unit,3,MISSISSAUGA,ON,L4Z2Y5,988
Restaurant,POPEYES,325,CENTRAL,PKWY,W,UNIT,7A,MISSISSAUGA,ON,L5B 3X5,989
Restaurant,POPEYES LOUISIAN KITCHEN,7205,GOREWAY,DR,,Unit,37G,MISSISSAUGA,ON,L4T 2T9,990
Restaurant,POPEYES LOUISIANA KITCHEN,1370,DUNDAS,ST,E,Unit,6,MISSISSAUGA,ON,L4Y4G4,991
Restaurant,POPEYES LOUISIANA KITCHEN,2515,HURONTARIO,ST,,,101,MISSISSAUGA,ON,L5A4C8,992
Restaurant,POPEYES LOUISIANA KITCHEN,3087,WINSTON CHURCHILL,BLVD,,Unit,2,MISSISSAUGA,ON,,993
Restaurant,POPEYES LOUISIANA KITCHEN,5101,DIXIE,RD,,UNIT,A1,MISSISSAUGA,ON,L4W 5K1,994
Restaurant,POPEYES LOUISIANA KITCHEN,5985,MAVIS,RD,,Unit,3,MISSISSAUGA,ON,L5R 3T7,995
Restaurant,POPEYES LOUISIANA KITCHEN,6750,WINSTON CHURCHILL,BLVD,,Unit,1 & 2,MISSISSAUGA,ON,L5N 4C4,996
Restaurant,POPEYES LOUISIANA KITCHEN,7080,SAINT BARBARA,BLVD,,UNIT,1-2,MISSISSAUGA,ON,L5N 0E6,997
Restaurant,POPULAR PIZZA #9,5380,TERRY FOX,WAY,,Unit,12,MISSISSAUGA,ON,L5V 0A5,998
Restaurant,PORT 229 ARTISAN BISTRO,231,LAKESHORE,RD,E,,,MISSISSAUGA,ON,L5G1G8,999
Restaurant,PORT CREDIT YACHT CLUB,115,LAKEFRONT PROM,,,,,MISSISSAUGA,ON,L5E3G6,1000
Restaurant,PORTA VIA,1,CITY CENTRE,DR,,Unit,101,MISSISSAUGA,ON,L5B 1M2,1001
Restaurant,PORTA VIA,7145,WEST CREDIT,AVE,,Unit,103,MISSISSAUGA,ON,L5N 6J7,1002
Restaurant,PORTUGUESE CULTURAL CENTRE OF MISSISSAUGA,53,QUEEN,ST,N,,,MISSISSAUGA,ON,L5N 1A2,1003
Restaurant,POSTCARD RESTAURANT & BAR INC,5825,DIXIE,RD,,,,MISSISSAUGA,ON,L4W 4V7,1004
Restaurant,POTLUCK RESTAURANT,2150,BURNHAMTHORPE,RD,W,Unit,H15,MISSISSAUGA,ON,L5L 3A2,1005
Restaurant,POTLUCK RESTAURANT,3075,RIDGEWAY,DR,,Unit,28,MISSISSAUGA,ON,L5L 5M6,1006
Restaurant,POTLUCK RESTAURANT,6590,MEADOWVALE TOWN CENTRE,CIR,,Unit,J10,MISSISSAUGA,ON,L5N 4B7,1007
Restaurant,POTLUCK RESTAURANT,7070,SAINT BARBARA,BLVD,,Unit,40,MISSISSAUGA,ON,L5W 0E6,1008
Restaurant,PRINCE SUSHI,90,COURTNEYPARK,DR,E,Unit,N4,MISSISSAUGA,ON,L5T 2Y3,1009
Restaurant,PROBERRY,1010,DREAM CREST,RD,,Unit,3,MISSISSAUGA,ON,L5V 3A4,1010
Restaurant,PROWLER CAFE/DIXIE CHRYSLER,5280,DIXIE,RD,,,,MISSISSAUGA,ON,L4W2A7,1011
Restaurant,PUMP ON RATHBURN,1891,RATHBURN,RD,E,Unit,16,MISSISSAUGA,ON,L4W 3Z3,1012
Restaurant,PUMPERNICKELS,1,ROBERT SPECK,PKWY,,UNIT,106,MISSISSAUGA,ON,L4Z 3M3,1013
Restaurant,PUMPERNICKELS/THE CREDIT VALLEY,2200,EGLINTON,AVE,W,Unit,5,MISSISSAUGA,ON,L5M 2N1,1014
Restaurant,PUNJABI DHABA,2855,DERRY,RD,E,UNIT,3,MISSISSAUGA,ON,L4T 1A3,1015
Restaurant,PURE GOLD ADULT ENTERTAINMENT,2630,ROYAL WINDSOR,DR,,Unit,1,MISSISSAUGA,ON,L5J 1K7,1016
Restaurant,QOOLA FROZEN YOGURT,100,CITY CENTRE,DR,,Unit,2-829,MISSISSAUGA,ON,L5B 2C9,1017
Restaurant,QUEEN CITY DISTILLERY DISTRICT BREW PUB / T3 - PIER A,3,LESTER B PEARSON INTL AIRPORT,,,,,MISSISSAUGA,ON,L5P 1C4,1018
Restaurant,QUEENS FISH & CHIPS,131,QUEEN,ST,S,,,MISSISSAUGA,ON,L5M1K9,1019
Restaurant,QUIAPO! QUIAPO!,4040,CREDITVIEW,RD,,Unit,B3,MISSISSAUGA,ON,L5C 3Y8,1020
Restaurant,QUIK CHIK,3355,HURONTARIO,ST,,Unit,2,MISSISSAUGA,ON,L5A4E7,1021
Restaurant,QUIK CHIK,801,MATHESON,BLVD,W,Unit,16,MISSISSAUGA,ON,L5V 2N6,1022
Restaurant,QUIZNOS SUB,5170,DIXIE,RD,,Unit,105,MISSISSAUGA,ON,L4W 1E3,1023
Restaurant,QUIZNOS SUB,7235,BELLSHIRE,GATE,,Unit,6,MISSISSAUGA,ON,L5N 7X1,1024
Restaurant,QUIZNOS SUB,7460,AIRPORT,RD,,UNIT,B,MISSISSAUGA,ON,L4T 2H6,1025
Restaurant,QUIZNOS SUB,960,SOUTHDOWN,RD,,Unit,C-11,MISSISSAUGA,ON,L5J 2Y4,1026
Restaurant,R CORNER DINER,2386,HAINES,RD,,Unit,19,MISSISSAUGA,ON,L4Y1Y6,1027
Restaurant,R.K. SWEETS RESTAURANT,755,DUNDAS,ST,W,,A-5,MISSISSAUGA,ON,L5C3B6,1028
Restaurant,RADICAS HOT & SPICY RESTAURANT & LOUNGE,3105,WINSTON CHURCHILL,BLVD,,Unit,3,MISSISSAUGA,ON,L5L5S3,1029
Restaurant,RAMA GAMING CENTRE,2295,BATTLEFORD,RD,,,,MISSISSAUGA,ON,L5N2W8,1030
Restaurant,RAW AURA ORGANIC CUISINE,94,LAKESHORE,RD,E,Unit,B,MISSISSAUGA,ON,L5G1E3,1031
Restaurant,RAYS FAMILY  RESTAURANT,833,WESTLOCK,RD,,Unit,8,MISSISSAUGA,ON,L5C 1K7,1032
Restaurant,RDS SOUTHERN BBQ INC,25,AVENTURA,CRT,,,,Mississauga,ON,,1033
Restaurant,REAL AUTHENTIC JAMAICAN RESTAURANT AND BAR,7385,TORBRAM,RD,,Unit,16,MISSISSAUGA,ON,L4T3Y9,1034
Restaurant,REAL CANADIAN SUPERSTORE # 2841,3045,MAVIS,RD,,,,MISSISSAUGA,ON,L5C 1T7,1035
Restaurant,REAL CANADIAN SUPERSTORE/LOBLAWS #1080,3050,ARGENTIA,RD,,,,MISSISSAUGA,ON,L5N 8E1,1036
Restaurant,REAL FRUIT BUBBLE TEA,4141,DIXIE,RD,,,,MISSISSAUGA,ON,L4W 3X3,1037
Restaurant,RED LION BAR & BISTRO,1077,NORTH SERVICE,RD,,,,MISSISSAUGA,ON,L4Y 1A6,1038
Restaurant,RED LOBSTER RESTAURANT #8105,790,BURNHAMTHORPE,RD,W,,,MISSISSAUGA,ON,L5C4G3,1039
Restaurant,RED LOTUS RESTAURANT,1177,CENTRAL PKY,,W,Unit,11,MISSISSAUGA,ON,L5C 4P3,1040
Restaurant,RED ORANGE BISTRO,5425,CREDITVIEW,RD,,Unit,2,MISSISSAUGA,ON,,1041
Restaurant,RED SPOON,1076,CARDIFF,BLVD,,Unit,"2,3B",MISSISSAUGA,ON,L5S1M4,1042
Restaurant,REGGAE FUSION RESTAURANT,1107,BRITANNIA,RD,E,Unit,19,MISSISSAUGA,ON,L4W3X1,1043
Restaurant,RENA CUCINA,2708,RENA,RD,,,,MISSISSAUGA,ON,L4T 3J9,1044
Restaurant,REYAN RESTAURANT,75,DUNDAS,ST,W,,,MISSISSAUGA,ON,L5B1H7,1045
Restaurant,RIB EYE JACKS ALE HOUSE,6531,MISSISSAUGA,RD,,,,MISSISSAUGA,ON,L5N1A6,1046
Restaurant,RICE & ROTI INC.,6980,MARITZ,DR,,UNIT ,12,MISSISSAUGA,ON,L5W 1Z3,1047
Restaurant,RICHTREE NATURAL MARKET RESTAURANTS,100,CITY CENTRE,DR,,Unit,1-710,MISSISSAUGA,ON,L5B 2C9,1048
Restaurant,RISTORANTE ALIOLI,350,BURNHAMTHORPE,RD,W,Unit,123,MISSISSAUGA,ON,L5B 3J1,1049
Restaurant,ROBIN 341 PIZZA & WINGS INC.,3353,THE CREDIT WOODLANDS,,,Unit,4,MISSISSAUGA,ON,L5C 2K1,1050
Restaurant,ROCN DOCS BAR & GRILLE,105,LAKESHORE,RD,E,,,MISSISSAUGA,ON,L5G1E2,1051
Restaurant,ROGUES RESTAURANT,1900,DUNDAS,ST,W,,,MISSISSAUGA,ON,L5K1P9,1052
Restaurant,ROMA ITALIAN RESTAURANT,6350,TOMKEN,RD,,Unit,10,MISSISSAUGA,ON,L5T 1Y3,1053
