lat,lon
43.580896,-79.554541
43.580896,-79.554541
43.5710856,-79.660975
43.5524836,-79.5849524
43.5867185,-79.6431398
43.5710856,-79.660975
43.5887596,-79.6494307
43.5867185,-79.6431398
43.5710856,-79.660975
43.5900043,-79.6483545
43.5867185,-79.6431398
43.5710856,-79.660975
43.5900043,-79.6483545
43.5867185,-79.6431398
43.5710856,-79.660975
43.5526091,-79.5855268
43.5900043,-79.6483545
43.5867185,-79.6431398
43.5710856,-79.660975
43.5922,-79.6360999
43.5900043,-79.6483545
43.5867185,-79.6431398
43.5710856,-79.660975
43.5922,-79.6360999
43.5900043,-79.6483545
43.5867185,-79.6431398
43.5710856,-79.660975
43.5955399,-79.6338394
43.5867185,-79.6431398
43.5922,-79.6360999
43.5710856,-79.660975
43.5955399,-79.6338394
43.5867185,-79.6431398
43.5922,-79.6360999
43.5710856,-79.660975
43.5867185,-79.6431398
43.5955399,-79.6338394
43.5922,-79.6360999
43.5710856,-79.660975
43.5955399,-79.6338394
43.5922,-79.6360999
43.5710856,-79.660975
43.5922,-79.6360999
43.5710856,-79.660975
43.5710856,-79.660975
43.5922,-79.6360999
43.5710856,-79.660975
43.5922,-79.6360999
43.5710856,-79.660975
43.5922,-79.6360999
43.5880607,-79.646184
43.5710856,-79.660975
43.5922,-79.6360999
43.5922,-79.6360999
43.5710856,-79.660975
43.5922,-79.6360999
43.5710856,-79.660975
43.5710856,-79.660975
43.5922,-79.6360999
43.5710856,-79.660975
43.5922,-79.6360999
43.5710856,-79.660975
43.5922,-79.6360999
43.5710856,-79.660975
43.5922,-79.6360999
43.5710856,-79.660975
43.5922,-79.6360999
43.5710856,-79.660975
43.5922,-79.6360999
43.5859356,-79.6471487
43.5710856,-79.660975
43.5922,-79.6360999
43.5859356,-79.6471487
43.5922,-79.6360999
43.5710856,-79.660975
43.5859356,-79.6471487
43.5710856,-79.660975
43.5859356,-79.6471487
43.5710856,-79.660975
43.5710856,-79.660975
43.5860583,-79.6466926
43.5864258,-79.6486186
43.5710856,-79.660975
43.5710856,-79.660975
43.5864258,-79.6486186
43.5710856,-79.660975
43.5864258,-79.6486186
43.5710856,-79.660975
43.5710856,-79.660975
43.5864258,-79.6486186
43.5864258,-79.6486186
43.5710856,-79.660975
43.5864258,-79.6486186
43.5710856,-79.660975
43.5864258,-79.6486186
43.5710856,-79.660975
43.5864258,-79.6486186
43.5710856,-79.660975
43.5864258,-79.6486186
43.5710856,-79.660975
43.5864258,-79.6486186
43.5710856,-79.660975
43.5710856,-79.660975
43.5864258,-79.6486186
43.5881328,-79.6460177
43.5864258,-79.6486186
43.5710856,-79.660975
43.5881328,-79.6460177
43.5864258,-79.6486186
43.5710856,-79.660975
43.5881328,-79.6460177
43.5864258,-79.6486186
43.5710856,-79.660975
43.5881328,-79.6460177
43.5864258,-79.6486186
43.5710856,-79.660975
43.5881328,-79.6460177
43.5710856,-79.660975
43.5864258,-79.6486186
43.5864258,-79.6486186
43.5864258,-79.6486186
43.5864258,-79.6486186
43.5524836,-79.5849524
43.5887596,-79.6494307
43.5864258,-79.6486186
43.5861251,-79.6477575
43.5220504,-79.7160062
43.5220504,-79.7160062
43.5220504,-79.7160062
43.5973606,-79.6439988
43.5789239,-79.6237553
43.5789239,-79.6237553
43.5789239,-79.6237553
43.5789239,-79.6237553
43.5789239,-79.6237553
43.5789239,-79.6237553
43.5789239,-79.6237553
43.5585332,-79.5719546
43.5585332,-79.5719546
43.580896,-79.554541
43.5585332,-79.5719546
43.580896,-79.554541
43.5585332,-79.5719546
43.5585332,-79.5719546
43.5585332,-79.5719546
43.580896,-79.554541
43.580896,-79.554541
43.580896,-79.554541
43.5910027,-79.6460161
