lat,lon
43.658909,-79.5990155
43.6165725,-79.6815123
43.6584614,-79.726643
43.658845,-79.599497
43.6584614,-79.726643
43.6227894,-79.6607723
43.6584614,-79.726643
43.6542443,-79.6044055
43.5637981,-79.5927342
43.6220142,-79.6604446
43.5921735,-79.6339042
43.6227462,-79.6599473
43.6584614,-79.726643
43.6546248,-79.6034246
43.6181491,-79.670453
43.6325498,-79.6601709
43.5784929,-79.5573628
43.6561095,-79.6029686
43.6584614,-79.726643
43.6439781,-79.6167182
43.702653,-79.6441089
