BUSINESSTYPE,BUSINESSNAME,STREETNUMBER,STREET,STREETTYPE,STREETDIR,UNITTYPE,UNITY,CITY,PROV,POSTAL,OBJECTID,lon,lat
Restaurant,HMSHOST/RED ROCKETS/T1 DOMESTIC,1,LESTER B PEARSON INTL AIRPORT,,,,,MISSISSAUGA,ON,L5P 1C4,621,-79.6628408,43.6691521
Restaurant,HMSHOST/SKY BAR-CAPLANSKYS/T1 PRE SECURE,1,LESTER B PEARSON INTL AIRPORT,,,,,MISSISSAUGA,ON,L5P 1C4,622,-79.6628408,43.6691521
Restaurant,HMSHOST/STARBUCKS/T1 INTERNATIONAL,1,LESTER B PEARSON INTL AIRPORT,,,,,MISSISSAUGA,ON,L5P 1C4,623,-79.6628408,43.6691521
Restaurant,HMSHOST/STARBUCKS/T1 US,1,LESTER B PEARSON INTL AIRPORT,,,,,MISSISSAUGA,ON,L5P 1C4,624,-79.6628408,43.6691521
Restaurant,HMSHOST/STARBUCKS/T3 US,3,LESTER B PEARSON INTL AIRPORT,,,,,MISSISSAUGA,ON,L5P 1C4,625,-79.6628408,43.6691521
Restaurant,HMSHOST/STARBUCKS/TERMINAL 3 PRE SECURE,3,LESTER B PEARSON INTL AIRPORT,,,,,MISSISSAUGA,ON,L5P 1C4,626,-79.6628408,43.6691521
Restaurant,HMSHOST/TIM HORTONS/T3 PRE SECURE,3,LESTER B PEARSON INTL AIRPORT,,,,,MISSISSAUGA,ON,L5P 1C4,627,-79.6628408,43.6691521
Restaurant,HMSHOST/TIM HORTONS/TERM 3 DOMES DEP,3,LESTER B PEARSON INTL AIRPORT,,,,,MISSISSAUGA,ON,L5P 1C4,628,-79.6628408,43.6691521
Restaurant,HMSHOST/TIM HORTONS/TERMINAL 3 DEPARTURES,3,LESTER B PEARSON INTL AIRPORT,,,,,MISSISSAUGA,ON,L5P 1C4,629,-79.6628408,43.6691521
Restaurant,HMSHOST/YORKVILLE FOOD COURT/T1 PRE SECURE,1,LESTER B PEARSON INTL AIRPORT,,,,,MISSISSAUGA,ON,L5P1C4,630,-79.6628408,43.6691521
Restaurant,HOLIDAY GARDEN & DODAI SUSHI RESTAURANT,277,LAKESHORE,RD,E,,,MISSISSAUGA,ON,L5G1G8,631,-79.5770252,43.5592979
Restaurant,HOMESTYLE FISH & CHIPS,1250,EGLINTON,AVE,W,Unit,A.11,MISSISSAUGA,ON,L5V 1N3,632,-79.6828352,43.5792216
Restaurant,HONEY PEPPER,1550,SOUTH GATEWAY,RD,,Unit,1F,MISSISSAUGA,ON,L4W 5G6,633,-79.61266,43.6328177
Restaurant,HOOPS SPORTS BAR & GRILL,29,AVENTURA,CRT,,Unit,2,MISSISSAUGA,ON,L5T 2Y6,634,-79.7037018,43.6469033
Restaurant,HOT BBQ PLACE,1085,FEWSTER,DR,,Unit,12,MISSISSAUGA,ON,L4W1A2,635,-79.6203819,43.6293685
Restaurant,HOT PLATE GOURMET PIZZA AND WINGS,69,DUNDAS,ST,W,,,MISSISSAUGA,ON,L5B 1H7,636,-79.6188025,43.5785828
Restaurant,HOT WINGS CHINESE RESTAURANT,1055,CANADIAN,PL,,Unit,115,MISSISSAUGA,ON,L4W 0C2,637,-79.6251299,43.647634
Restaurant,HOUSE OF PEPPER,1550,SOUTH GATEWAY,RD,,Unit,1G,MISSISSAUGA,ON,L4W 5G6,638,-79.61266,43.6328177
Restaurant,HUNGRY JACK,1650,DUNDAS,ST,E,Unit,6,MISSISSAUGA,ON,L4X 2Z3,639,-79.5768496,43.6140956
Restaurant,HUSKY HOUSE,1553,SHAWSON,DR,,,,MISSISSAUGA,ON,L4W 1T7,640,-79.6410875,43.6558943
Restaurant,HUSKY TRUCK STOP,6625,KENNEDY,RD,,,,MISSISSAUGA,ON,L5T 2W5,641,-79.6903758,43.6510357
Restaurant,I LOVE PHO,848,BURNHAMTHORPE,RD,W,Unit,5,MISSISSAUGA,ON,L5C2S3,642,-79.6561751,43.5744171
Restaurant,IDO CAFE,4099,ERIN MILLS,PKWY,,Unit,17,MISSISSAUGA,ON,L5L3P9,643,-79.6884469,43.5511919
Restaurant,IFFATS A1-DONUTS,2150,BURNHAMTHORPE,RD,W,Unit,H-21,MISSISSAUGA,ON,L5L3A2,644,-79.6843258,43.5449439
Restaurant,IL PORCELLINO ITALIAN RESTAURANT,6720,DAVAND,DR,,Unit,1-2,MISSISSAUGA,ON,L5T 2K7,645,-79.6679276,43.6673905
Restaurant,IL TARTUFO RISTORANTE INC,7033,TELFORD,WAY,,Unit,8,MISSISSAUGA,ON,L5S1V4,646,-79.6695061,43.6813271
Restaurant,IMPERIAL BUFFET,3120,DIXIE,RD,,,,MISSISSAUGA,ON,L4W 4G1,647,-79.6245936,43.639846
Restaurant,INTERNATIONAL CENTRE,6900,AIRPORT,RD,,,,MISSISSAUGA,ON,L4V1E8,648,-79.6382803,43.7030897
Restaurant,INTERNATIONAL SPORTS BAR AND EATERY,2480,CAWTHRA,RD,,Unit,1,MISSISSAUGA,ON,L5A2X2,649,-79.5970386,43.5917428
Restaurant,IONA CATHOLIC S.S./STRANO CULINARY SERVICES LTD,2170,SOUTH SHERIDAN,WAY,,,,MISSISSAUGA,ON,L5J2M4,650,-79.6481053,43.5210462
Restaurant,IRON CHEF JAPANESE STEAKHOUSE ASIAN CUISINE,4920,TOMKEN,RD,,Unit,5,MISSISSAUGA,ON,L4W 1J8,651,-79.6291561,43.6209671
Restaurant,ISLAND PALACE,1125,DUNDAS,ST,E,Unit,12A,MISSISSAUGA,ON,L4Y 2C4,652,-79.5910701,43.603968
Restaurant,ITALIAN EXPRESS CAFE RESTAURANT,1151,EGLINTON,AVE,E,Unit,4,MISSISSAUGA,ON,L4W1K6,653,-79.6259975,43.6316632
Restaurant,JACK ASTORS BAR AND GRILL,219,RATHBURN,RD,W,,,MISSISSAUGA,ON,,654,NA,NA
Restaurant,JACK ASTORS BAR AND GRILL,2967,ARGENTIA,RD,,Bldg,J,MISSISSAUGA,ON,,655,NA,NA
Restaurant,JACK ASTORS BAR AND GRILL,3047,VEGA,BLVD,,,,MISSISSAUGA,ON,,656,NA,NA
Restaurant,JADE DIM-SUM,2280,DIXIE,RD,,Unit,1A,MISSISSAUGA,ON,L4Y1Z4,657,-79.5768496,43.602217
Restaurant,JAGS FISH N CHIPS,6415,ERIN MILLS,PKWY,,Unit,3A,MISSISSAUGA,ON,L5N 4H4,658,-79.741039,43.5868751
Restaurant,JALSA,2555,ERIN CENTRE,BLVD,,Unit,34,MISSISSAUGA,ON,L5M5H1,659,-79.7129937,43.5676913
Restaurant,JAM HOUSE SEAFOOD RESTAURANT,1425,DUNDAS,ST,E,Unit,3,MISSISSAUGA,ON,,660,NA,NA
Restaurant,JAN CHI,2580,SHEPARD,AVE,,Unit,F3,MISSISSAUGA,ON,L5A 4K3,661,-79.6149415,43.5806068
Restaurant,JANG KANG RESTAURANT,257,DUNDAS,ST,E,Unit,8 & 9,MISSISSAUGA,ON,L5A 1W8,662,-79.6114314,43.5853368
Restaurant,JEANIES BAR BISTRO,5977,DIXIE,RD,,,,MISSISSAUGA,ON,L4W 1E8,663,-79.6452983,43.6550917
Restaurant,JERUSALEM RESTAURANT,1280,MATHESON,BL,E,,,MISSISSAUGA,ON,L4W2Z7,664,-79.6344201,43.6395569
Restaurant,JESSIES SANDWICHES,450,MATHESON,BLVD,E,Unit,50&51,MISSISSAUGA,ON,L4Z 1R5,665,-79.6567013,43.6260051
Restaurant,JIMMY THE GREEK,100,CITY CENTRE,DR,,,1-137,MISSISSAUGA,ON,L5B2C9,666,-79.6424911,43.5930784
Restaurant,JIMMY THE GREEK,5100,ERIN MILLS,PKWY,,Unit,FC005,MISSISSAUGA,ON,L5M 4Z5,667,-79.71089,43.5603651
Restaurant,JING THAI RESTAURANT,63,QUEEN,ST,S,Unit,1-3,MISSISSAUGA,ON,L5M3S9,668,-79.7183405,43.5856385
Restaurant,JJ...JAPENESE,6485,MISSISSAUGA,RD,,Unit,3,MISSISSAUGA,ON,L5N 1A6,669,-79.7368328,43.5989753
Restaurant,JJQS BILLIARDS & SNOOKER CLUB,3055,DUNDAS,ST,W,Unit,1,MISSISSAUGA,ON,L5L3R8,670,-79.6849396,43.521722
Restaurant,JOES RESTAURANT,7050,BRAMALEA,RD,,Unit,31,MISSISSAUGA,ON,L5S1T1,671,-79.6645949,43.6850318
Restaurant,JOHN ANDERSONS,1069,DUNDAS,ST,W,,,MISSISSAUGA,ON,L5C1C3,672,-79.6430175,43.5582054
Restaurant,JOHNNY PANINIS ITALIAN SANDWICHES INC,6740,DAVAND,DR,,Unit,8,MISSISSAUGA,ON,L5T 2K9,673,-79.6700323,43.6684721
Restaurant,JUDE RESTAURANT & CAFE,2273,DUNDAS,ST,W,Unit,6,MISSISSAUGA,ON,L5K 2L8,674,-79.6723124,43.5324742
Restaurant,JUICE HEADZ,40,ANNAGEM,BLVD,,,,MISSISSAUGA,ON,L5T 2Y3,675,-79.6902004,43.636624
Restaurant,JUNG THAI RESTAURANT,105,DUNDAS,ST,E,,,MISSISSAUGA,ON,L5A1W7,676,-79.614064,43.5830522
Restaurant,JUST CATERING / LOYOLA CS,4010,SLADEVIEW,CRES,,,,MISSISSAUGA,ON,L5L 6B1,677,-79.715448,43.5247879
Restaurant,JUST CATERING FOOD SERVICES,7640,ANAKA,DR,,,,MISSISSAUGA,ON,L4T 3H7,678,-79.6533683,43.7225456
Restaurant,JUST CATERING/FATHER MICHAEL GOETZ SS,330,CENTRAL PKY,,W,,,MISSISSAUGA,ON,L5B3K6,679,-79.6354729,43.581741
Restaurant,K K SUSHI JAPANESE RESTAURANT,5130,DIXIE,RD,,Unit,6A,7,MISSISSAUGA,ON,L4W1C9,680,-79.6224878,43.6360917
Restaurant,K-POCHA RESTAURANT,169,DUNDAS,ST,E,Unit,7,MISSISSAUGA,ON,L5A1W8,681,-79.6114314,43.5853368
Restaurant,KABANA RESTAURANT & SWEETS,3435,EGLINTON,AVE,W,Unit,4,MISSISSAUGA,ON,,682,NA,NA
Restaurant,KALAS KITCHEN,1225,MATHESON,BLVD,E,Unit,1,MISSISSAUGA,ON,L4W 1Y9,683,-79.6221368,43.6476344
Restaurant,KALYPSO HUT FAMILY RESTAURANT INC,1455,BRITANNIA,RD,E,Unit,1,MISSISSAUGA,ON,L4W1C7,684,-79.6519648,43.6524359
Restaurant,KANDA JAPANESE RESTAURANT,2325,HURONTARIO,ST,,Unit,8910,MISSISSAUGA,ON,,685,NA,NA
Restaurant,KANDAHAR KABOB,5165,DIXIE,RD,,Unit,1,MISSISSAUGA,ON,L5T 1J6,686,-79.6644195,43.6525324
Restaurant,KAOI SUSHI,888,DUNDAS,ST,E,Unit,F.6,MISSISSAUGA,ON,L4Y4G6,687,-79.5950857,43.5984517
Restaurant,KARA MIA,5120,DIXIE,RD,,Unit,3 & 4,MISSISSAUGA,ON,L4W 4J7,688,-79.623453,43.6364026
Restaurant,KARACHI GRILL,3425,FIELDGATE,DR,,Unit,10,MISSISSAUGA,ON,L4X 2J4,689,-79.5886124,43.6242312
Restaurant,KARACHI KITCHEN,6560,MEADOWVALE TOWN CENTRE,CIR,,Unit,1,MISSISSAUGA,ON,L5N 4B7,690,-79.7606655,43.5827032
Restaurant,KELSEYS RESTAURANT,1485,AEROWOOD,DR,,,,MISSISSAUGA,ON,L4W 0C2,691,-79.6251299,43.647634
Restaurant,KELSEYS GRAND PARK,3970,GRAND PARK,DR,,,,MISSISSAUGA,ON,,692,NA,NA
Restaurant,KENNEDY CLUB,6235,KENNEDY,RD,,,,MISSISSAUGA,ON,,693,NA,NA
Restaurant,KENTUCKY FRIED CHICKEN,100,CITY CENTRE,DR,,Unit,2-102,MISSISSAUGA,ON,L5B 2C9,694,-79.6424911,43.5930784
Restaurant,KENTUCKY FRIED CHICKEN,2690,ERIN CENTRE,BLVD,,Unit,A006,MISSISSAUGA,ON,L5M 5P5,695,-79.7157987,43.5584313
Restaurant,KENTUCKY FRIED CHICKEN,6277,MISSISSAUGA,RD,,Unit,3,MISSISSAUGA,ON,L5N 1A5,696,-79.7305231,43.5954333
Restaurant,KENTUCKY FRIED CHICKEN,6740,MEADOWVALE TOWN CENTRE,CIR,,Unit,C,MISSISSAUGA,ON,L5N 2R5,697,-79.759439,43.5833356
Restaurant,KENTUCKY FRIED CHICKEN #1346,3015,WINSTON CHURCHILL,BLVD,,,,MISSISSAUGA,ON,L5L 2V8,698,-79.6828352,43.5245061
Restaurant,KENTUCKY FRIED CHICKEN/TACO BELL,5100,ERIN MILLS,PKWY,,Unit,F.5,MISSISSAUGA,ON,,699,NA,NA
Restaurant,KENZO RAMEN MISSISSAUGA,720,BURNHAMTHORPE,RD,W,Unit,1,MISSISSAUGA,ON,L5C3G1,700,-79.6521403,43.5777643
Restaurant,KFC #1371,4559,HURONTARIO,ST,,Unit,A7,MISSISSAUGA,ON,L4Z3L9,701,-79.6491579,43.605272
Restaurant,KFC / TACO BELL #1396,2285,ERIN MILLS,PKWY,,,,MISSISSAUGA,ON,L5K 1T8,702,-79.6547717,43.5296868
Restaurant,KFC/TACO BELL #1330,7161,GOREWAY,DR,,,,MISSISSAUGA,ON,L4T2T5,703,-79.6352975,43.7165993
Restaurant,KHAN MURJAN CAFE,1675,THE CHASE,,,UNIT,17,MISSISSAUGA,ON,L5M 5Y7,704,-79.7005458,43.5652246
Restaurant,KIM FOOK YUEN SEAFOOD B.B.Q. REST. INC.,3068,HURONTARIO,ST,,,,MISSISSAUGA,ON,L5B1N7,705,-79.6210839,43.580723
Restaurant,KING ASIAN RESTAURANT,2500,HURONTARIO,ST,,Unit,11,MISSISSAUGA,ON,L5B1N4,706,-79.614064,43.5777034
Restaurant,KOBE SIZZLERS,808,BRITANNIA,RD,W,UNIT,105,MISSISSAUGA,ON,L5V 2Y1,707,-79.6986171,43.6124457
Restaurant,KOIS MEDITERRANEAN,5170,DIXIE,RD,,Unit,10,MISSISSAUGA,ON,L4W 1E3,708,-79.6259975,43.6387872
Restaurant,KONKAN DELITE,3181,WOLFEDALE,RD,,Unit,1,MISSISSAUGA,ON,L5C 1V8,709,-79.6452983,43.5707502
Restaurant,KOO KOO CHICKEN INC,1525,BRISTOL,RD,W,Unit,10,MISSISSAUGA,ON,L5M 4Z1,710,-79.6987924,43.586169
Restaurant,KRAVINGZ INC,1710,LAKESHORE,RD,W,,,MISSISSAUGA,ON,L5J 1J5,711,-79.6219613,43.5179147
Restaurant,KRAZZY GYRO,2121,DUNDAS,ST,E,UNIT,1,MISSISSAUGA,ON,L4X 1M3,712,-79.5670168,43.626255
Restaurant,KRISPY KREME DOUGHNUTS,5920,MAVIS,RD,,,,MISSISSAUGA,ON,L5V 2P5,713,-79.6947596,43.6100163
Restaurant,KUNG FU DUCK,1177,CENTRAL PKY,,W,UNIT,57-58,MISSISSAUGA,ON,L5M 0A5,714,-79.7387607,43.540137
Restaurant,KURA SUSHI BAR,405,BRITANNIA,RD,E,Unit,110,MISSISSAUGA,ON,L4Z3E6,715,-79.6685853,43.6337305
Restaurant,LA CASA DOLCE INC,755,QUEENSWAY,,E,Unit,1,MISSISSAUGA,ON,L4Y 4C5,716,-79.5915968,43.5899069
Restaurant,LA CASTILLE STEAK HOUSE,2179,DUNDAS,ST,E,,,MISSISSAUGA,ON,L4X1M3,717,-79.5670168,43.626255
Restaurant,LA PARMIGIANA ITALIAN EATERY,5484,TOMKEN,RD,,Unit,1,MISSISSAUGA,ON,L4W2Z6,718,-79.6451228,43.6350428
Restaurant,LA PREP,2325,MATHESON,BLVD,E,Unit,5,MISSISSAUGA,ON,L4W 5B3,719,-79.6049374,43.6558518
Restaurant,LA SCALA RESTAURANT,2601,MATHESON,BLVD,E,Unit,1&2,MISSISSAUGA,ON,L4W5A8,720,-79.6007248,43.6596193
Restaurant,LA STAZIONE ITALIAN BAKERY DELI & CAFE,6900,MILLCREEK,DR,,Unit,1,MISSISSAUGA,ON,L5N 6C1,721,-79.7555841,43.5948752
Restaurant,LAC VIEN VIETNAMESE RESTAURANT,1580,DUNDAS,ST,E,,,MISSISSAUGA,ON,L4X 1L4,722,-79.5779031,43.6109261
Restaurant,LAZAR FAMOUS DELI & BAKERY,325,CENTRAL PKY,,W,Unit,12,MISSISSAUGA,ON,,723,NA,NA
Restaurant,LAZEEZ SHAWARMA AND MEDITERRANEAN GRILL,5618,TENTH,LINE,W,Unit,E7,MISSISSAUGA,ON,L5M 7L9,724,-79.7431421,43.5585266
Restaurant,LAZEEZ SHAWARMA AND MEDITERRANEAN GRILL,6085,CREDITVIEW,RD,,Unit,1002B,MISSISSAUGA,ON,L5V 2A8,725,-79.713169,43.5990613
Restaurant,LE ROYAL RESTO & LOUNGE,755,QUEENSWAY,,E,UNIT,116,MISSISSAUGA,ON,L4Y4C5,726,-79.5915968,43.5899069
Restaurant,LEAO DOURO RESTAURANTE,920,DUNDAS,ST,E,,,MISSISSAUGA,ON,L4Y2B8,727,-79.5915968,43.6000067
Restaurant,LEELAS ROTI & DOUBLES INC.,900,RATHBURN,RD,W,Unit,E1&2,MISSISSAUGA,ON,L5C 4L2,728,-79.6612622,43.5782985
Restaurant,LEMONGRASS KITCHEN,1550,SOUTH GATEWAY,RD,,Unit,1C,MISSISSAUGA,ON,L4W5G6,729,-79.61266,43.6328177
Restaurant,LENAS ROTI & DOUBLES 2 INC,6990,FINANCIAL,DR,,Unit,6G,MISSISSAUGA,ON,L5V 2N1,730,-79.6882715,43.5947221
Restaurant,LEZZET SHAWARMA FALAFEL HOUSE,4120,DIXIE,RD,,Unit,10,MISSISSAUGA,ON,L4W 4V8,731,-79.6063415,43.6245207
Restaurant,LILYS PLACE LTD.,1381,LAKESHORE,RD,E,Unit,6,MISSISSAUGA,ON,L5E1G6,732,-79.5507729,43.5848919
Restaurant,LION CITY RESTAURANT,1177,CENTRAL PKY,,W,Unit,A70,MISSISSAUGA,ON,L5C 4P3,733,-79.6603851,43.567667
Restaurant,LIONHEART BRITISH PUB & RESTAURANT,3221,DERRY,RD,W,Unit,24,MISSISSAUGA,ON,L5N 7L7,734,-79.7781855,43.5830933
Restaurant,LITTLE CAESARS,4141,DIXIE,RD,,Unit,23B,MISSISSAUGA,ON,L4W 1V5,735,-79.6045863,43.6252506
Restaurant,LIVE! CUISINE,4141,LIVING ARTS,DR,,,,MISSISSAUGA,ON,L5B4B8,736,-79.6456491,43.5895042
Restaurant,LOBLAWS SUPERMARKET #1011,5010,GLEN ERIN,DR,,,,MISSISSAUGA,ON,L5M 6J3,737,-79.715448,43.5533444
Restaurant,LONGOS,1891,RATHBURN,RD,E,,,MISSISSAUGA,ON,L4W 3Z3,738,-79.5958098,43.636023
Restaurant,LONGOS,3163,WINSTON CHURCHILL,BLVD,,Unit,3,MISSISSAUGA,ON,L5L 2W1,739,-79.6849396,43.5258875
Restaurant,LOTUS ISLAND VIETNAMESE EATERY,1381,LAKESHORE,RD,E,Unit,1,MISSISSAUGA,ON,L5E1G6,740,-79.5507729,43.5848919
Restaurant,LOVELY SWEETS & RESTAURANT,7072,AIRPORT,RD,,,,MISSISSAUGA,ON,L4T 2G8,741,-79.6449474,43.7051805
Restaurant,LUCYS SEAFOOD KITCHEN & CAFE,6905,MILLCREEK,DR,,Unit,78,MISSISSAUGA,ON,L5N6A3,742,-79.7571611,43.5960576
Restaurant,LUEN HING BARBECUE,888,DUNDAS,ST,E,Unit,F.1,MISSISSAUGA,ON,L4Y4G6,743,-79.5950857,43.5984517
Restaurant,MAA SAGAR,40,BRISTOL,RD,E,Unit,2,MISSISSAUGA,ON,L4Z3K8,744,-79.6610867,43.6152695
Restaurant,MACEYS RESTAURANT,780,BURNHAMTHORPE,RD,W,Unit,2B,MISSISSAUGA,ON,L5C3X3,745,-79.6521403,43.5783587
Restaurant,MACYS DINER & DELICATESSEN,2257,ROYAL WINDSOR,DR,,Unit,B,MISSISSAUGA,ON,L5J1K5,746,-79.6354729,43.5079906
Restaurant,MADE IN JAPAN TERIYAKI EXPERIENCE,1475,AEROWOOD,DR,,Unit,B02,MISSISSAUGA,ON,L4W 1C2,747,-79.6344201,43.6437121
Restaurant,MADE IN JAPAN TERIYAKI EXPERIENCE,6550,MEADOWVALE TOWN CENTRE,CIR,,Unit,M-02A,MISSISSAUGA,ON,L5N 4B7,748,-79.7606655,43.5827032
Restaurant,MADE IN JAPAN TERIYAKI EXPERIENCE,6990,FINANCIAL,DR,,Unit,G9,MISSISSAUGA,ON,L5N 8J4,749,-79.7494509,43.6102165
Restaurant,MADE IN JAPAN TERIYAKI EXPERIENCE,815,BRITANNIA,RD,W,Unit,4,MISSISSAUGA,ON,L5V 2W1,750,-79.6975651,43.6090829
Restaurant,MADE IN JAPAN TERIYAKI EXPERIENCE,960,SOUTHDOWN,RD,,Unit,C-2,MISSISSAUGA,ON,L5J 2Y4,751,-79.6263484,43.5041809
Restaurant,MAMMA DS,4544,EASTGATE,PKWY,,,,MISSISSAUGA,ON,L4W 3W6,752,-79.613011,43.6378959
Restaurant,MAMMAS PIZZA,30,EGLINTON,AVE,W,Unit,3,MISSISSAUGA,ON,L5R 3E7,753,-79.6526666,43.605592
Restaurant,MAN DOO HYANG,169,DUNDAS,ST,E,,10 &12,MISSISSAUGA,ON,L5A1W8,754,-79.6114314,43.5853368
Restaurant,MANCHU WOK,100,CITY CENTRE,DR,,Unit,1-135,MISSISSAUGA,ON,L5B 2C9,755,-79.6424911,43.5930784
Restaurant,MANDARIN ERIN MILLS,3105,DUNDAS,ST,W,,101,MISSISSAUGA,ON,L5L3R8,756,-79.6849396,43.521722
Restaurant,MANDARIN RESTAURANT - MISSISSAUGA,87,MATHESON,BLVD,E,,,MISSISSAUGA,ON,L4Z 2Y5,757,-79.668103,43.620066
Restaurant,MANGO RAIN GROUP INC,1714,LAKESHORE,RD,W,,,MISSISSAUGA,ON,L5J1J5,758,-79.6219613,43.5179147
Restaurant,MANGOES RESTAURANT AND BAR,2907,DERRY,RD,E,,,MISSISSAUGA,ON,L4T 1A6,759,-79.6440702,43.7031737
Restaurant,MARCO POLO RESTOBAR,1971,LAKESHORE,RD,W,,,MISSISSAUGA,ON,L5J1J6,760,-79.6245936,43.5168164
Restaurant,MARCONI PIZZA 2001,3635,CAWTHRA,RD,,Unit,7,MISSISSAUGA,ON,L5A2Y5,761,-79.6171353,43.6071729
Restaurant,MARIOS BBQ & GRILL,2500,HURONTARIO,ST,,UNIT,1,MISSISSAUGA,ON,L5B 1N4,762,-79.614064,43.5777034
Restaurant,MARKETPLACE #17423 / SHERIDAN COLLEGE-HAZEL MCCALLION CAMPUS,4180,DUKE OF YORK,BLVD,,,,MISSISSAUGA,ON,L5B 0G5,763,-79.6302609,43.579882
Restaurant,MARKETPLACE SECOND CUP,4553,HURONTARIO,ST,,Unit,E.2,MISSISSAUGA,ON,L4Z3M1,764,-79.6495965,43.6062774
Restaurant,MARY BROWNS FAMOUS CHICKEN & TATERS,2400,DUNDAS,ST,W,Unit,1,MISSISSAUGA,ON,L5K 2R8,765,-79.6751186,43.5279696
Restaurant,MARY BROWNS FAMOUS CHICKEN AND TATERS,5067,DIXIE,RD,,Unit,2B,MISSISSAUGA,ON,L4W 5S6,766,-79.6203819,43.6370863
Restaurant,MASALA BITES,660,EGLINTON,AVE,W,Unit,5B,MISSISSAUGA,ON,L5R 3V2,767,-79.667226,43.593105
Restaurant,MASAMUNE JAPANESE RESTAURANT,5200,DIXIE,RD,,Unit,8,MISSISSAUGA,ON,L4W1E4,768,-79.6281032,43.6395733
Restaurant,MASTER STEAKS RESTAURANT,5895,DIXIE,RD,,,,MISSISSAUGA,ON,L4W1E8,769,-79.6452983,43.6550917
Restaurant,MAXS DINER,975,MIDWAY,BLVD,,Unit,3A-D,MISSISSAUGA,ON,L5T2C6,770,-79.6772232,43.660671
Restaurant,MAZ MAZ SHAWARMA,5945,DIXIE,RD,,Unit,2,MISSISSAUGA,ON,L4W1E8,771,-79.6452983,43.6550917
Restaurant,MAZAJ,1195,MEYERSIDE,DR,,,2, 3,MISSISSAUGA,ON,L5T1H3,772,-79.6603851,43.6555773
Restaurant,MAZAYA,5120,DIXIE,RD,,Unit,1,MISSISSAUGA,ON,L4W4J7,773,-79.623453,43.6364026
Restaurant,MCADAM PLACE RESTAURANT,5659,MCADAM,RD,,Unit,B.9,MISSISSAUGA,ON,L4Z 1N9,774,-79.6652965,43.6251552
Restaurant,MCDONALDS,2965,EGLINTON,AVE,W,,,MISSISSAUGA,ON,,775,NA,NA
Restaurant,MCDONALDS,3025,CLAYHILL,RD,,,,MISSISSAUGA,ON,L5B 4L2,776,-79.6270504,43.5738391
Restaurant,MCDONALDS,6650,MEADOWVALE TOWN CENTRE,CIR,,,,MISSISSAUGA,ON,L5N 4B7,777,-79.7606655,43.5827032
Restaurant,MCDONALDS RESTAURANT,1050,DUNDAS,ST,E,,,MISSISSAUGA,ON,L4Y 2B8,778,-79.5915968,43.6000067
Restaurant,MCDONALDS RESTAURANT,1256,EGLINTON,AVE,W,,,MISSISSAUGA,ON,L5V2B5,779,-79.6875701,43.5842583
Restaurant,MCDONALDS RESTAURANT,1500,DUNDAS,ST,E,,,MISSISSAUGA,ON,L4X1L4,780,-79.5779031,43.6109261
Restaurant,MCDONALDS RESTAURANT,1829,LAKESHORE,RD,W,,,MISSISSAUGA,ON,L5J1J6,781,-79.6245936,43.5168164
Restaurant,MCDONALDS RESTAURANT,2255,ERIN MILLS,PKWY,,Unit,1-C,MISSISSAUGA,ON,,782,NA,NA
Restaurant,MCDONALDS RESTAURANT,2500,HURONTARIO,ST,,Unit,6,MISSISSAUGA,ON,L5B1N4,783,-79.614064,43.5777034
Restaurant,MCDONALDS RESTAURANT,3510,DERRY,RD,E,,,MISSISSAUGA,ON,L4T3V7,784,-79.6288051,43.7149687
Restaurant,MCDONALDS RESTAURANT,377,BURNHAMTHORPE,RD,E,Unit,51,MISSISSAUGA,ON,L5A 3Y1,785,-79.6266994,43.6026272
Restaurant,MCDONALDS RESTAURANT,44,BRISTOL,RD,E,,,MISSISSAUGA,ON,L4Z3K8,786,-79.6610867,43.6152695
Restaurant,MCDONALDS RESTAURANT,5310,DIXIE,RD,,,,MISSISSAUGA,ON,L4W1E3,787,-79.6259975,43.6387872
Restaurant,MCDONALDS RESTAURANT,5636,GLEN ERIN,DR,,,,MISSISSAUGA,ON,L5M6B1,788,-79.7291209,43.5655842
Restaurant,MCDONALDS RESTAURANT,5995,MAVIS,RD,,,,MISSISSAUGA,ON,L5R3T7,789,-79.6933568,43.6116711
Restaurant,MCDONALDS RESTAURANT,601,LAKESHORE,RD,E,,,MISSISSAUGA,ON,L5G1H9,790,-79.5708798,43.5675015
Restaurant,MCDONALDS RESTAURANT,6410,MILLCREEK,DR,,,,MISSISSAUGA,ON,L5N 3E7,791,-79.740338,43.5891892
Restaurant,MCDONALDS RESTAURANT,670,EGLINTON,AVE,W,Unit,1,MISSISSAUGA,ON,L5R 3V2,792,-79.667226,43.593105
Restaurant,MCDONALDS RESTAURANT,7050,MCLAUGHLIN,RD,,Bldg,D,MISSISSAUGA,ON,,793,NA,NA
Restaurant,MCDONALDS RESTAURANT,796,BURNHAMTHORPE,RD,W,,,MISSISSAUGA,ON,L5C2R9,794,-79.6533683,43.5765389
Restaurant,MCDONALDS RESTAURANT,930,DERRY,RD,E,,,MISSISSAUGA,ON,L5T 2X6,795,-79.6854657,43.6645359
Restaurant,MCDONALDS RESTAURANT -  WAL-MART,3155,ARGENTIA,RD,,,,MISSISSAUGA,ON,L5N 8E1,796,-79.7883455,43.5967872
Restaurant,MCDONALDS RESTAURANT - WAL-MART,100,CITY CENTRE,DR,,Unit,2-102,MISSISSAUGA,ON,L5B 2C9,797,-79.6424911,43.5930784
