COMPLEX.ID,Character.Area,Z.Area,Street.Number,Street.Name,Designation,Zoning,Complex.Name,Site.Area..ha.,Site.Area..acre.,Total.Parking,GFA.Residential..m2.,GFA.Residential..ft2.,GFA.Retail..m2.,GFA.Retail..ft2.,GFA.Total..m2.,GFA.Total..ft2.,Building.Type,Tenure.Residential,Townhouse.Blocks,Storeys.Total,Number.Of.Residential.Units,Number.Of.Retail.Units,Density..Unit.Ha.,Density..Unit.Acre.,FSI,OBJECTID,address,lon,lat
1005,Central Erin Mills NHD,39W,5305,Glen Erin Dr,Medium Density,RM4,First Place,2.36,5.831687,191,10720,115389.1196,0,0,10720,115389.1196,Townhouse,PCC,13,2,81,0,34,14,0.454237,301,5305 Glen Erin Dr,-79.7192479,43.5597702
1006,Central Erin Mills NHD,39W,54805490,Glen Erin Dr,Medium Density,RM4,Enclave on the Park,4.442,10.976421,284,19613,211112.5749,0,0,19613,211112.5749,Townhouse,PCC,29,2,120,0,27,11,0.441535,302,54805490 Glen Erin Dr,-79.721282,43.561067
1008,Central Erin Mills NHD,39W,5659,Glen Erin Dr,Medium Density,RM4,Erin Village,2.219,5.483268,169,8065,86810.93746,0,0,8065,86810.93746,Townhouse,PCC,12,2,73,0,33,13,0.363452,303,5659 Glen Erin Dr,-79.7296728,43.5666434
1009,Central Erin Mills NHD,39W,5940,Glen Erin Dr,Medium Density,RM4,The Heights of Erin Mills,1.44,3.558317,114,6037,64981.72715,0,0,6037,64981.72715,Townhouse,PCC,8,2,50,0,35,14,0.419236,304,5940 Glen Erin Dr,-79.7362015,43.5733583
1010,Central Erin Mills NHD,39W,5955,Glen Erin Dr,Medium Density,RM4,Lom Nava Co-Operative,2.276,5.624118,168,8277,89092.88646,0,0,8277,89092.88646,Townhouse,COOP-ROP,9,2,78,0,34,14,0.363664,305,5955 Glen Erin Dr,-79.7356623,43.5730477
1015,Central Erin Mills NHD,39W,59585910,Greensboro Dr,Medium Density,RM4,,4.62,11.416269,400,NA,NA,0,0,NA,NA,Townhouse,PCC,28,2,160,0,35,14,NA,306,59585910 Greensboro Dr,-77.2327065,38.9250655
1026,Hurontario NHD,36W,55,Barondale Dr,Medium Density,RM4,,1.8,4.447897,190,9698,104388.4032,0,0,9698,104388.4032,Townhouse,PCC,8,3,82,0,46,18,0.538778,307,55 Barondale Dr,-79.6657879,43.6179142
1027,Hurontario NHD,37E,460,Bristol Rd W,Medium Density,RM4,Bristol Mews,1.83,4.522028,188,9154,98532.83589,0,0,9154,98532.83589,Townhouse,PCC,9,3,80,0,44,18,0.500219,308,460 Bristol Rd W,-72.9504294,41.6796046
1035,Erindale NHD,23,3024,Cedarglen Gate,High Density,RA1-25,Shalimar International Housing Corp,2.93,7.240188,131,7558,81353.63488,0,0,7558,81353.63488,Townhouse,RNTL-PRIVNP,8,3,78,0,27,11,0.257952,309,3024 Cedarglen Gate,-79.6420484,43.5592472
1037,Central Erin Mills NHD,39W,2550,Thomas St,Medium Density,RM4,Thomas Grove,2.52,6.227056,206,12605,135679.0907,0,0,12605,135679.0907,Townhouse,PCC,10,2,87,0,35,14,0.500198,310,2550 Thomas St,-76.3516068,39.6376591
1038,Central Erin Mills NHD,39W,2555,Thomas St,Medium Density,RM4,Thomas Grove,1.87,4.620871,276,17030,183309.3943,0,0,17030,183309.3943,Townhouse,PCC,13,2,117,0,63,25,0.910695,311,2555 Thomas St,-76.3516073,39.637688
1040,Erin Mills NHD,59,3050,Orleans Rd,Medium Density,RM4,Winston Manors Condo Townhouse,4.321,10.677424,324,20650,222274.75,0,0,20650,222274.75,Townhouse,PCC,19,2,141,0,33,13,0.477899,312,3050 Orleans Rd,-85.1354662,43.0575439
1042,Meadowvale NHD,55,3097-3107,Augusta Dr,Medium Density,RM5,Barmont Homes,0.174,0.429963,12,668,7190.292154,0,0,668,7190.292154,Townhouse,Freehold,1,2,6,0,34,14,0.383908,313,3097-3107 Augusta Dr,-111.030356,45.7115228
1045,East Credit NHD,38E,5955,Creditview Rd,Medium Density,RM4,Creditbend Terrace,1.3,3.21237,158,7422,79889.74306,0,0,7422,79889.74306,Townhouse,RNTL-PNP,8,3,69,0,53,21,0.570923,314,5955 Creditview Rd,-79.7100527,43.5967408
1046,Erin Mills NHD,24,1905,Broad Hollow Gate,Medium Density,RM4,Townmanors of Sawmill Valley,2.49,6.152924,192,10419,112149.1826,0,0,10419,112149.1826,Townhouse,PCC,13,2,56,0,22,9,0.418434,315,1905 Broad Hollow Gate,-79.667328,43.5433337
1049,East Credit NHD,30,4650-4690,Crosscreek Crt,Medium Density,RM5,Trengrove Development,0.69,1.705027,42,3500,37673.68644,0,0,3500,37673.68644,Townhouse,Freehold,3,2,21,0,30,12,0.507246,316,4650-4690 Crosscreek Crt,-79.6782224,43.5837807
1054,Hurontario NHD,37W,800/728-746,Constellation Dr/Winterton Way,Medium Density,RM4,,1.25,3.088817,NA,NA,NA,0,0,NA,NA,Townhouse,PCC,5,2,38,0,30,12,NA,317,800/728-746 Constellation Dr/Winterton Way,NA,NA
1055,East Credit NHD,45E,1256-1329,Killaby Dr,Medium Density,RM5,H and R Developments,1.597,3.946273,NA,NA,NA,0,0,NA,NA,Townhouse,Freehold,4,2,68,0,43,17,NA,318,1256-1329 Killaby Dr,-79.7105519,43.6014897
1058,East Credit NHD,38E,1050,Bristol Rd W,Medium Density,RM4,Huntingview Condominiums,2.319,5.730374,286,15847,170575.6883,0,0,15847,170575.6883,Townhouse,PCC,15,3,124,0,53,22,0.683355,319,1050 Bristol Rd W,-79.6842581,43.5939932
1059,Central Erin Mills NHD,39W,29452955,Thomas St,Medium Density,RM4,,2.96,7.314319,305,16349,175979.1713,0,0,16349,175979.1713,Townhouse,PCC,20,3,132,0,45,18,0.552331,320,29452955 Thomas St,-90.0345629,35.1988336
1070,Hurontario NHD,36W,455,Apache Crt,Medium Density,RM4-10,Highland Park Golf Community,3.77,9.315873,340,22599,243253.6114,0,0,22599,243253.6114,Townhouse,PCC,24,3,170,0,45,18,0.599443,321,455 Apache Crt,-105.5491249,40.5759352
1071,Hurontario NHD,36W,450,Bristol Rd E,Medium Density,RM4,,0.91,2.248659,74,4710,50698.01803,0,0,4710,50698.01803,Townhouse,PCC,4,2,32,0,35,14,0.517582,322,450 Bristol Rd E,-72.9326076,41.6643279
1072,Hurontario NHD,37W,5500,McLaughlin Rd,Medium Density,RM4-11,,0.23,0.568342,16,1501,16156.62953,0,0,1501,16156.62953,Townhouse,PCC,1,2,7,0,30,12,0.652609,323,5500 McLaughlin Rd,-79.3754174,34.8535023
1073,Streetsville NHD,39E,2350,Britannia Rd W,Medium Density,RM4,Sugarbush Homes,1.808,4.467665,166,8674,93366.1589,0,0,8674,93366.1589,Townhouse,PCC,12,3,72,0,40,16,0.479757,324,2350 Britannia Rd W,-79.730338,43.5807256
1077,Clarkson - Lorne Park NHD,10,1385,Lakeshore Rd W,Medium Density,RM4,Casgrain Developments,0.6953,1.718124,37,3486.5,37528.37364,0,0,3486.5,37528.37364,Townhouse,PCC,5,2,28,0,40,16,0.501438,325,1385 Lakeshore Rd W,-79.6923511,43.4107705
1078,Clarkson - Lorne Park NHD,10,1015,Johnsons Ln,Medium Density,RM4,Casgrain Developments,0.32,0.790737,31,1583.18,17041.20768,0,0,1583.18,17041.20768,Townhouse,PCC,2,3,13,0,41,16,0.494744,326,1015 Johnsons Ln,-112.4744053,34.7306907
1079,Uptown MN,36W,180190,Forum Dr,Medium Density,RM4-4,Uptown Classics,2.47,6.103503,246,13044.4,140408.753,0,0,13044.4,140408.753,Townhouse,PCC,14,3,106,0,43,17,0.528113,327,180190 Forum Dr,-97.0374153,32.6841036
1080,Lakeview NHD,6,1132-1182,Upper Village Dr,High Density,RM9-2,The West Village,0.5982,1.478184,56,3086.6,33223.88587,0,0,3086.6,33223.88587,Townhouse,PCC,3,2,24,0,40,16,0.515981,328,1132-1182 Upper Village Dr,-79.5691068,43.5753825
1081,Lisgar NHD,56,3215,3217,3219/3221,3223,3225,Coralbean Pl/Fanleaf Dr,Low Density II,RM5,,0.17,0.420079,NA,1044,11237.52247,0,0,1044,11237.52247,Townhouse,Freehold,2,2,6,0,35,14,0.614118,329,3215,3217,3219/3221,3223,3225 Coralbean Pl/Fanleaf Dr,NA,NA
1083,Lisgar NHD,56,6026-6127,Clover Ridge Cres,Low Density II,RM5-12,,0.08,0.197684,NA,454,4886.815326,0,0,454,4886.815326,Townhouse,Freehold,2,2,6,0,75,30,0.5675,330,6026-6127 Clover Ridge Cres,-81.1370526,35.126295
1084,Lisgar NHD,56,612961316133604186652672.000000,Snowy Owl Cres,Low Density II,RM5-12,,0.16,0.395369,NA,NA,NA,0,0,NA,NA,Townhouse,Freehold,2,2,6,0,38,15,NA,331,612961316133604186652672.000000 Snowy Owl Cres,-79.68702,44.4170131
1085,East Credit NHD,30,4920,Rathkeale Rd,Medium Density,RM4,Rosegate Townhomes,0.62,1.532053,53,2704,29105.61375,0,0,2704,29105.61375,Townhouse,PCC,3,3,23,0,37,15,0.436129,332,4920 Rathkeale Rd,-79.6820259,43.576724
1086,Lisgar NHD,56,6017-6043,Castlegrove Crt,Low Density II,RM5-12,,0.2643,0.6531,NA,1316,14165.3061,0,0,1316,14165.3061,Townhouse,Freehold,3,2,9,0,34,14,0.497919,333,6017-6043 Castlegrove Crt,-79.756091,43.5591554
1088,Sheridan NHD,18,2385,Fifth Line West,Medium Density,RM4,Sheridan Woods,0.512,1.26518,46,2587,27846.23623,0,0,2587,27846.23623,Townhouse,PCC,3,2,20,0,39,16,0.505273,334,2385 Fifth Line West,-79.6599663,43.5304336
1089,Lisgar NHD,56,6060,Snowy Owl Cres,Medium Density,RM4,Fanshaw Estates,1.37,3.385344,136,7020,75562.65108,0,0,7020,75562.65108,Townhouse,PCC,9,3,59,0,43,17,0.512409,335,6060 Snowy Owl Cres,-79.760417,43.556168
1090,Streetsville NHD,39,2398,Britannia Rd W,Medium Density,RM4,The Woodlands of Erin Mills,2.09,5.164502,164,11736.3,126328.4817,0,0,11736.3,126328.4817,Townhouse,PCC,14,3,71,0,34,14,0.561545,336,2398 Britannia Rd W,-79.7316207,43.5796067
1091,Clarkson - Lorne Park NHD,9,1084,Queen St W,Medium Density,RM4,Lorne Park Townhomes,1.5045,3.7177,116,8161.68,87851.59232,0,0,8161.68,87851.59232,Townhouse,PCC,7,2,50,0,33,13,0.542485,337,1084 Queen St W,-79.421971,43.6436898
1092,Clarkson - Lorne Park NHD,9,1064,Queen St W,Medium Density,RM4,Lorne Park Townhomes,1.4141,3.494317,116,8142.01,87639.8662,0,0,8142.01,87639.8662,Townhouse,PCC,8,2,50,0,35,14,0.575773,338,1064 Queen St W,-79.4210792,43.6437623
1093,East Credit NHD,38E,1292,Sherwood Mills Blvd,Medium Density,RM4,Brookstone Marathon,2.9,7.166056,NA,NA,NA,0,0,NA,NA,Townhouse,PCC,19,2,140,0,48,20,NA,339,1292 Sherwood Mills Blvd,-79.6811742,43.5830491
1095,Lakeview NHD,6,813-825/1197-1247,Village Green Blvd/Upper Village Dr,High Density,RM9-2,The West Village,0.7369,1.82092,67,3953,42549.73785,0,0,3953,42549.73785,Townhouse,PCC,5,2,30,0,41,16,0.536436,340,813-825/1197-1247 Village Green Blvd/Upper Village Dr,-76.3107862,43.1282247
1096,Clarkson - Lorne Park NHD,9,928,Queen St W,Medium Density,RM4,Lorne Park Townhomes,1.9932,4.925304,138,9900.73,106570.5707,0,0,9900.73,106570.5707,Townhouse,PCC,10,3,60,0,30,12,0.496725,341,928 Queen St W,-79.4159602,43.6447883
1097,East Credit NHD,37W,5030,Heatherleigh Ave,Medium Density,RM4,Cherrywood,4.5958,11.356469,438,29296.56,315345.5472,0,0,29296.56,315345.5472,Townhouse,PCC,18,3,190,0,41,17,0.637464,342,5030 Heatherleigh Ave,-79.6735092,43.5892001
1100,Central Erin Mills NHD,39W,5658,5662-5674,Glen Erin Dr,Medium Density,RM4,Daniels Grove,3.66,9.044057,435,17070.44,183744.6868,0,0,17070.44,183744.6868,Townhouse,PCC,18,2,126,0,34,14,0.466405,343,5658,5662-5674 Glen Erin Dr,-79.7299182,43.5663643
1101,Hurontario NHD,37E,311-348/5116-5159,Sardinia Dr/Boardwalk Dr,Medium Density,RM5,,1.489,3.679399,NA,9600,103333.5399,0,0,9600,103333.5399,Townhouse,Freehold,8,2,64,0,43,17,0.644728,344,311-348/5116-5159 Sardinia Dr/Boardwalk Dr,NA,NA
1102,Meadowvale NHD,55,3114-3118,Pendleton Rd,Medium Density,RM5,,0.364,0.899464,NA,1893.3,20379.31158,0,0,1893.3,20379.31158,Townhouse,Freehold,1,2,3,0,8,3,0.520137,345,3114-3118 Pendleton Rd,-77.9071219,38.0006593
1109,East Credit NHD,30,4991,Rathkeale Rd,Medium Density,RM4,Welton Developments Ltd.,0.666,1.645722,86,4749,51117.81054,0,0,4749,51117.81054,Townhouse,PCC,5,3,37,0,56,22,0.713063,346,4991 Rathkeale Rd,-79.683448,43.577277
1110,Hurontario NHD,36E,504-626, 587-629,Lumberton Cres,Low Density II,RM5-11,,2.0365,5.032301,NA,11893.74,128023.1518,0,0,11893.74,128023.1518,Townhouse,Freehold,11,3,78,0,38,15,0.584028,347,504-626, 587-629 Lumberton Cres,-79.6485443,43.6228843
1111,Central Erin Mills NHD,39W,5274-5390,Bushelgrove Cir,Medium Density,RM5,,0.5732,1.416408,66,2739.5,29487.73257,0,0,2739.5,29487.73257,Townhouse,Freehold,4,2,22,0,38,16,0.477931,348,5274-5390 Bushelgrove Cir,-79.7231994,43.5546087
1115,East Credit NHD,38E,1285,Bristol Rd W,Medium Density,RM4,Sundial Homes(River Run) Ltd,1.307,3.229667,NA,5478.23,58967.17693,0,0,5478.23,58967.17693,Townhouse,PCC,6,2,45,0,34,14,0.419145,349,1285 Bristol Rd W,-79.6920919,43.5901112
1116,Hurontario NHD,37W,706-756,Four Winds Way,Low Density II,RM5,,0.5511,1.361798,NA,3029.11,32605.06866,0,0,3029.11,32605.06866,Townhouse,Freehold,3,2,20,0,36,15,0.549648,350,706-756 Four Winds Way,-79.6853341,43.6040071
1121,Clarkson - Lorne Park NHD,3,1010,Cristina Crt,High Density,RM4-24,Cottages of Turtle Creek,0.8302,2.051469,67,3341.8,35970.83581,0,0,3341.8,35970.83581,Townhouse,PCC,3,1,21,0,25,10,0.40253,351,1010 Cristina Crt,-121.6248485,37.1458027
1122,Meadowvale Village NHD,53W,71017105,Branigan Gate,Medium Density,RM4,Levi Creek,2.2,5.436318,90,NA,NA,0,0,NA,NA,Townhouse,PCC,13,3,79,0,36,15,NA,352,71017105 Branigan Gate,-79.7432509,43.6180349
1123,East Credit NHD,30,1588,South Parade Crt,Medium Density,RM4,Bedford Park Phase 1,2.162,5.342418,164,11134,119845.3785,0,0,11134,119845.3785,Townhouse,PCC,13,2,82,0,38,15,0.514986,353,1588 South Parade Crt,-85.129161,39.619498
1127,Applewood NHD,20,11641168,Arena Rd,Medium Density,RM4,Applewood on the Park,2.7845,6.880649,NA,20680,222597.6673,0,0,20680,222597.6673,Townhouse,PCC,9,4,155,0,56,23,0.742683,354,11641168 Arena Rd,-83.6584317,32.4703154
1128,Meadowvale CN,46W,68106830,Meadowvale Town Centre Cir,Medium Density,RM4-13,,1.979,4.890215,183,10923.43,117578.8219,0,0,10923.43,117578.8219,Townhouse,PCC,15,3,79,0,40,16,0.551967,355,68106830 Meadowvale Town Centre Cir,-79.7592903,43.5825391
1133,Meadowvale CN,46W,68606880,Meadowvale Town Centre Cir,Medium Density,RM4,,1.5948,3.940837,148,9478.86,102029.5998,0,0,9478.86,102029.5998,Townhouse,PCC,11,3,64,0,40,16,0.59436,356,68606880 Meadowvale Town Centre Cir,-79.7592903,43.5825391
1134,East Credit NHD,30,1591,South Parade Crt,Medium Density,RM4,Bedford Park Phase II,1.7016,4.204745,126,8395,90363.02789,0,0,8395,90363.02789,Townhouse,PCC,11,2,63,0,37,15,0.493359,357,1591 South Parade Crt,-85.1296005,39.6192901
1135,Central Erin Mills NHD,39W,5530,Glen Erin Dr,Medium Density,RM4,,4.272,10.556342,430,27351.6,294410.172,0,0,27351.6,294410.172,Townhouse,PCC,24,3,186,0,44,18,0.640253,358,5530 Glen Erin Dr,-79.727161,43.564031
1139,East Credit NHD,30,4950,Rathkeale Rd,Medium Density,RM4,,0.46237,1.142541,63,3497,37641.3947,0,0,3497,37641.3947,Townhouse,PCC,4,3,27,0,58,24,0.756321,359,4950 Rathkeale Rd,-79.6822253,43.5771748
1141,Sheridan NHD,18,20802088,Leanne Blvd,Medium Density,RM4,Sheridan Lane,1.9058,4.709334,205,11311.99,121761.2469,0,0,11311.99,121761.2469,Townhouse,PCC,10,3,88,0,46,19,0.593556,360,20802088 Leanne Blvd,-79.6529204,43.5248399
1142,Central Erin Mills NHD,39E,5535,Glen Erin Dr,Medium Density,RM4,Daniels Dimensions,2.565,6.338253,284,13360.29,143808.9646,0,0,13360.29,143808.9646,Townhouse,PCC,13,3,95,0,37,15,0.520869,361,5535 Glen Erin Dr,-79.7277801,43.5655749
1143,Erindale NHD,16,840,Dundas St W,Medium Density,RM4,Huron Ridge - Phase I,0.459,1.134214,59,4017.46,43243.57952,0,0,4017.46,43243.57952,Townhouse,PCC,3,3,25,0,54,22,0.875264,362,840 Dundas St W,-79.4100338,43.6516005
1144,Erin Mills NHD,24,2000,The Collegeway,Medium Density,RM4,Towne Manors of Sawmill Valley,1.638,4.047586,158,8228,88565.45485,0,0,8228,88565.45485,Townhouse,PCC,11,2,38,0,23,9,0.50232,363,2000 The Collegeway,-79.6705424,43.5449821
1146,East Credit NHD,37W,5223/819-831,Fairford Cres/Winterton Way,Medium Density,RM4-1,The Artisan Collection,3.06,7.561425,248,14312.4,154057.3914,0,0,14312.4,154057.3914,Townhouse,PCC,15,2,107,0,35,14,0.467725,364,5223/819-831 Fairford Cres/Winterton Way,NA,NA
1148,East Credit NHD,38E,1480,Britannia Rd W,Medium Density,RM4-65,Abbey Road on Britannia,3.8278,9.4587,381,24801.86,266964.999,0,0,24801.86,266964.999,Townhouse,PCC,75,2,165,0,43,17,0.64794,365,1480 Britannia Rd W,-79.7083211,43.5966866
1149,Streetsville NHD,39E,2360,Britannia Rd W,Medium Density,RM4-44,Britannia Oaks Townhouses,0.302,0.746258,NA,1988.92,21408.55669,0,0,1988.92,21408.55669,Townhouse,PCC,3,3,12,0,40,16,0.658583,366,2360 Britannia Rd W,-79.7311352,43.5802132
1150,Central Erin Mills NHD,39E,5525,Palmerston Cres,Medium Density,RM4,Credit Hills Condomiums,2.3,5.683424,224,13015.99,140102.9503,0,0,13015.99,140102.9503,Townhouse,PCC,13,3,97,0,42,17,0.565913,367,5525 Palmerston Cres,-79.7171511,43.5704163
1151,East Credit NHD,30,1575,South Parade Crt,Medium Density,RM4,Bedford Park,1.6119,3.983092,148,9586,103182.8452,0,0,9586,103182.8452,Townhouse,PCC,14,2,68,0,42,17,0.594702,368,1575 South Parade Crt,-85.1296002,39.619536
1152,Lakeview NHD,6,731-765/1172-1244,Village Green Blvd/Parkwest Pl,High Density,RM9-2,The West Village,0.8882,2.19479,103,5722,61591.09537,0,0,5722,61591.09537,Townhouse,PCC,7,3,45,0,51,21,0.644224,369,731-765/1172-1244 Village Green Blvd/Parkwest Pl,NA,NA
1153,Hurontario NHD,37W,739-743,Mirage Pl,Low Density II,RM5-40,,0.087,0.214982,6,431.05,4639.783582,0,0,431.05,4639.783582,Townhouse,Freehold,1,2,3,0,34,14,0.49546,370,739-743 Mirage Pl,-79.679171,43.5999229
1154,East Credit NHD,38E,5031,East Mill Rd,Medium Density,RM4,,1.29,3.187659,128,6934.05,74637.49298,0,0,6934.05,74637.49298,Townhouse,PCC,10,2,44,0,34,14,0.537523,371,5031 East Mill Rd,-85.6528768,33.3950659
1156,East Credit NHD,30,1525,South Parade Crt,High Density,RA3-28,,0.5931,1.465582,76,4132.74,44484.44311,0,0,4132.74,44484.44311,Townhouse,PCC,4,3,33,0,56,23,0.696803,372,1525 South Parade Crt,-85.1295992,39.6203045
1158,Clarkson - Lorne Park NHD,10,1780-1786/1566-1578,Christopher Rd/Clarkson Rd N,Medium Density,RM4,Towne Manors of Conventry,1.0405,2.571131,75,5194.64,55914.63957,0,0,5194.64,55914.63957,Townhouse,PCC,7,2,28,0,27,11,0.499245,373,1780-1786/1566-1578 Christopher Rd/Clarkson Rd N,18.8802297,-34.1214569
1160,Port Credit NHD (West),8,28,Front St S,Mixed Use,C4-1,Wilcox Landing Townhouses,0.1168,0.288619,15,1136.4,12232.10779,0,0,1136.4,12232.10779,Townhouse,Freehold,1,4,5,0,43,17,0.972945,374,28 Front St S,-122.0365135,47.529605
1161,Malton NHD,40E,7115,Rexwood Rd,Medium Density,RM4-25,Sonata Park Condo Townhouses,4.3215,10.678659,305,17710.44,190633.5895,0,0,17710.44,190633.5895,Townhouse,PCC,17,2,128,0,30,12,0.409822,375,7115 Rexwood Rd,-79.6234274,43.7199768
1162,Meadowvale Village NHD,53E,7271-7319/7236-7278,Bellshire Gate/Torrisdale Ln,Medium Density,RM5-16,Levi Creek,1.2349,3.051504,76,5021.38,54049.68445,0,0,5021.38,54049.68445,Townhouse,Freehold,6,2,38,0,31,12,0.406622,376,7271-7319/7236-7278 Bellshire Gate/Torrisdale Ln,NA,NA
1163,Central Erin Mills NHD,39W,5950,Glen Erin Dr,Medium Density,RM4,Daniels Britannia Terraces,1.6144,3.989269,138,7024.08,75606.56783,0,0,7024.08,75606.56783,Townhouse,PCC,10,2,60,0,37,15,0.435089,377,5950 Glen Erin Dr,-79.7370413,43.5735225
1164,Central Erin Mills NHD,39W,2665,Thomas St,Medium Density,RM4,Thomas Park,2.797,6.911538,254,13972.92,150403.259,0,0,13972.92,150403.259,Townhouse,PCC,14,2,96,0,34,14,0.499568,378,2665 Thomas St,-76.3516073,39.637688
1165,East Credit NHD,38E,5985,Creditview Rd,Medium Density,RM4,Credit Valley,0.4019,0.993117,44,2636.1,28374.74423,0,0,2636.1,28374.74423,Townhouse,PCC,4,3,19,0,47,19,0.655909,379,5985 Creditview Rd,-79.710933,43.597553
1166,DT Fairview,22,38,Fairview Rd W,Medium Density,RM4,Fairfield Village,0.771,1.905182,88,4913,52883.09184,0,0,4913,52883.09184,Townhouse,PCC,3,3,38,0,49,20,0.637224,380,38 Fairview Rd W,-73.4643078,40.6572399
1167,Lakeview NHD,6,1107,Lakeshore Rd E,Low Density II,RM4-29,,0.6859,1.694896,44,2552.26,27472.29798,0,0,2552.26,27472.29798,Townhouse,Freehold,4,2,19,0,28,11,0.372104,381,1107 Lakeshore Rd E,-79.5581293,43.5794373
1168,Meadowvale Village NHD,53W,1563-1591,1564-1594,Woodhenge Way,Medium Density,RM5-15,Levi Creek Ph II,0.9164,2.264474,58,4270.85,45971.04677,0,0,4270.85,45971.04677,Townhouse,Freehold,4,3,29,0,32,13,0.466046,382,1563-1591,1564-1594 Woodhenge Way,-79.7471688,43.6193101
1170,Erindale NHD,16,800,Dundas St W,Medium Density,RM4-3,Huron Ridge Phase II,1.1163,2.758437,98,6526.5,70250.66129,0,0,6526.5,70250.66129,Townhouse,PCC,4,3,41,0,37,15,0.584655,383,800 Dundas St W,-79.6358778,43.563087
1171,Meadowvale Village NHD,53E,7190,Atwood Lane,Medium Density,RM4,Lattitudes Condominium,2.4937,6.162067,212,11236.37,120947.28,0,0,11236.37,120947.28,Townhouse,PCC,12,3,91,0,36,15,0.45059,384,7190 Atwood Lane,-79.7406754,43.6212033
1172,Erindale NHD,23,3020,Cedarglen Gate,Medium Density,RM4,Cedarglen Gate,1.787,4.415773,160,10457.56,112564.2389,0,0,10457.56,112564.2389,Townhouse,PCC,11,3,69,0,39,16,0.585202,385,3020 Cedarglen Gate,-79.6401434,43.5604261
1174,DT Cooksville,22,43/3057-3073,Agnes St/Cook St,High Density,RA4-27,BOCA Square,0.4414,1.090723,63,4765,51290.0331,0,0,4765,51290.0331,Townhouse,PCC,3,3,27,0,61,25,1.07952,386,43/3057-3073 Agnes St/Cook St,151.901431,-24.208281
1175,Hurontario NHD,37W,5255/515-543,Guildwood Way/Ravenstone Crt,Medium Density,RM4,,3.347,8.270617,290,15633.59,168278.5621,0,0,15633.59,168278.5621,Townhouse,PCC,18,2,125,0,37,15,0.467093,387,5255/515-543 Guildwood Way/Ravenstone Crt,NA,NA
1176,Churchill Meadows NHD,57,5530-5555/3859-3883,3898-3946,Linwell Pl/Talias Cres,Low Density II,RM5-21,,1.328,3.281559,116,7603.18,81839.94835,0,0,7603.18,81839.94835,Townhouse,Freehold,10,2,58,0,44,18,0.572529,388,5530-5555/3859-3883,3898-3946 Linwell Pl/Talias Cres,NA,NA
1178,Lakeview NHD,6,779-803/1183-1205,Village Green Blvd/Parkwest Pl,High Density,RM9-2,The West Village,0.4209,1.040067,54,2929,31527.49359,0,0,2929,31527.49359,Townhouse,PCC,4,3,23,0,55,22,0.69589,389,779-803/1183-1205 Village Green Blvd/Parkwest Pl,NA,NA
1179,Uptown MN,28,80,Acorn Pl,Medium Density,RM4,,5.445263,13.455538,542,33303.58,358476.7515,0,0,33303.58,358476.7515,Townhouse,PCC,36,3,235,0,43,17,0.611606,390,80 Acorn Pl,-71.3709082,42.0988431
1181,East Credit NHD,37W,5055/838-892,Heatherleigh Ave/Scollard Crt,Medium Density,RM4,Villages at Century City,3.50191,8.653408,374,24351.3,262115.2116,0,0,24351.3,262115.2116,Townhouse,PCC,19,3,160,0,46,18,0.695372,391,5055/838-892 Heatherleigh Ave/Scollard Crt,NA,NA
1186,Meadowvale NHD,46W,1-24,Moonstream Crt,Low Density II,R3-8,,1.22,3.014686,NA,NA,NA,0,0,NA,NA,Detached,PCC,0,2,24,0,20,8,NA,392,1-24 Moonstream Crt,-79.7466114,43.5839552
1189,Churchill Meadows NHD,57,5847-5969/5956-5979/3081-3115/5886-5894/5951-5981/3180-3188,Chalfont Cres/Foxbridge Pl/Caulfield Cres/Shelford Terr/Tenth Line West/Britannia Rd W,Medium Density,RM5-21,,2.676,6.61254,190,14578.9,156925.9735,0,0,14578.9,156925.9735,Townhouse,Freehold,16,2,95,0,36,14,0.544802,393,5847-5969/5956-5979/3081-3115/5886-5894/5951-5981/3180-3188 Chalfont Cres/Foxbridge Pl/Caulfield Cres/Shelford Terr/Tenth Line West/Britannia Rd W,NA,NA
1190,Central Erin Mills NHD,39W,5625,Glen Erin Dr,Medium Density,RM4,The Annex,1.373,3.392757,138,6915.61,74439.00647,0,0,6915.61,74439.00647,Townhouse,PCC-RNTL,8,2,60,0,44,18,0.503686,394,5625 Glen Erin Dr,-79.728393,43.566589
1191,Hurontario NHD,37W,545654585460,Starwood Dr,Low Density II,RM5-31,,0.09357,0.231217,6,486.9,5240.947979,0,0,486.9,5240.947979,Townhouse,Freehold,1,2,3,0,32,13,0.520359,395,545654585460 Starwood Dr,-96.83044,33.1255803
1193,Churchill Meadows NHD,57,5804-5864/5829-5867,Tenth Line West/Rainberry Dr,Low Density II,RM5-22{5},,1.314,3.246965,108,7921.28,85263.94825,0,0,7921.28,85263.94825,Townhouse,Freehold,8,2,54,0,41,17,0.602837,396,5804-5864/5829-5867 Tenth Line West/Rainberry Dr,NA,NA
1196,Meadowvale Village NHD,52W,761-793,Avocado Cres,Low Density II,RM5-27,Colonial Woods,0.3357,0.829533,28,NA,NA,0,0,NA,NA,Townhouse,Freehold,2,2,14,0,42,17,NA,397,761-793 Avocado Cres,-79.7269398,43.636197
